storeId,country,store number,address,zip code,phone,lat,lon
A13K,Austria,668,"Stadtplatz 1,Laa an der Thaya,Niederösterreich",2136,+4325228048,48.720519,16.385868
A144,Austria,676,"Troststraße 57-59,Wien,Wien",1100,+4316047925,48.169681,16.365737
A146,Austria,678,"Ignaz-Köck-Straße 1,Wien,Wien",1210,+4312788160,48.266481,16.398038
A147,Austria,679,"Kaiser Josef-Straße 2,Purkersdorf,Niederösterreich",3002,+43223165442,48.207922,16.175422
A149,Austria,681,"Siemensstraße 37,Rum,Tirol",6063,+43512268473,47.272387,11.450088
A14C,Austria,684,"Straßganger Straße 198,Graz,Steiermark",8052,+43316574415,47.051063,15.394561
A14F,Austria,687,"Altenberger Straße 2,Linz,Oberösterreich",4040,+43732246629,48.330034,14.317854
A14G,Austria,688,"Döblinger Hauptstraße 68,Wien,Wien",1190,+4313682538,48.239281,16.35499
A14K,Austria,692,"Gablenzgasse 5-13,Wien,Wien",1150,+4319823759,48.204002,16.335178
A14L,Austria,693,"Grazer Straße 39,Graz,Steiermark",8045,+43316693010,47.10295,15.420483
A152,Austria,698,"Nonntaler Hauptstraße 55,Salzburg,Salzburg",5020,+43662824374,47.785823,13.05262
A007,Austria,7,"Taborstraße 25,Wien,Wien",1020,+4312144705,48.217387,16.380597
A159,Austria,705,"Lazarettgürtel 55,Graz,Steiermark",8020,+43316710467,47.060553,15.426346
A02N,Austria,71,"Huberstraße 1,Schwanenstadt,Oberösterreich",4690,+43767330105,48.05127,13.76568
A15I,Austria,714,"Gersthofer Straße 16,Wien,Wien",1180,+4314784240,48.233449,16.32814
A15J,Austria,715,"Wiener Gasse 18,Perchtoldsdorf,Niederösterreich",2380,+4318651149,48.120704,16.266691
A15M,Austria,718,"Dr. Adolf Schärf Straße 5,St. Pölten,Niederösterreich",3100,+432742348258,48.223694,15.6372
A030,Austria,72,"Völkermarkter Straße 36,St. Veit an der Glan,Kärnten",9300,+43421228704,46.765396,14.369259
A161,Austria,721,"Wiener Straße 35A,Kapfenberg,Steiermark",8605,+43386227940,47.443945,15.291127
A162,Austria,722,"Bahnhofstraße 10-12,Bregenz,Vorarlberg",6900,+43557443527,47.50405,9.744908
A165,Austria,725,"Hietzinger Hauptstraße 141,Wien,Wien",1130,+4318763358,48.187741,16.268762
A16E,Austria,734,"Schloßhofer Straße 13-15,Wien,Wien",1210,+4312713907,48.257569,16.400393
A16F,Austria,735,"Pilgramgasse 11-13,Wien,Wien",1050,+4315455292,48.192224,16.3558341
A16G,Austria,736,"Alpenstraße 48,Salzburg,Salzburg",5020,+43662628534,47.786354,13.066003
A16H,Austria,737,"Mexikoplatz 16-17,Wien,Wien",1020,+4317298206,48.223341,16.404963
A171,Austria,745,"Resthofstraße 23B,Steyr,Oberösterreich",4400,+43725283616,48.054389,14.422791
A033,Austria,75,"Hauptstraße 37,Eisenstadt,Burgenland",7000,+43268264615,47.846761,16.524769
A179,Austria,753,"Fürbergstraße 18-20,Salzburg,Salzburg",5020,+43662650958,47.808504,13.065474
A034,Austria,76,"Harderstraße 54,Lauterach,Vorarlberg",6923,+43557489482,47.483891,9.720128
A17J,Austria,763,"Technikerstraße 32,Innsbruck,Tirol",6020,+43512295306,47.265367,11.34829
A17L,Austria,765,"Billrothstraße 37,Wien,Wien",1190,+4313678748,48.237202,16.348802
A181,Austria,769,"Hauptstraße 60,Tullnerbach,Niederösterreich",3013,+43223356575,48.184176,16.091892
A035,Austria,77,"Goldenberg 32,Pupping,Oberösterreich",4070,+4372723369,48.302808,14.031291
A184,Austria,772,"Leogangerstraße 18,Saalfelden am Steinernen Meer,Salzburg",5760,+43658272127,47.430195,12.84279
A186,Austria,774,"Bahnstrasse 16a,Aspang-Markt,Niederösterreich",2870,+43264251355,47.557224,16.093055
A187,Austria,775,"Hermann-Gmeiner-Straße 1,Klagenfurt am Wörthersee,Kärnten",9020,+43463357607,46.625533,14.341358
A18A,Austria,778,"Römerstraße 3,Eugendorf,Salzburg",5301,+4362252504,47.860065,13.125784
A18B,Austria,779,"Dr.-Reinhard-Machold-Straße 4,St. Lorenzen im Mürztal,Steiermark",8642,+43386231362,47.469479,15.344845
A036,Austria,78,"St.-Peter-Gürtel 10,Graz,Steiermark",8042,+43316409018,47.035853,15.483788
A18D,Austria,781,"Lainzer Straße 134,Wien,Wien",1130,+4318031970,48.17756,16.283591
A18F,Austria,783,"Hütteldorfer Straße 119,Wien,Wien",1140,+4319827473,48.198931,16.311853
A18I,Austria,786,"Joseph-Mohr-Straße 2,Oberndorf bei Salzburg,Salzburg",5110,+4362726730,47.94334,12.942884
A18J,Austria,787,"Emmerich-Berger-Straße 11,Gmünd,Niederösterreich",3950,+43285254482,48.765381,14.978673
A18L,Austria,789,"Bodenzeile 5B,Gänserndorf,Niederösterreich",2230,+4322823400,48.334463,16.715076
A037,Austria,79,"Baudißgasse 4,Wien,Wien",1110,+4317682136,48.14639,16.461111
A18N,Austria,791,"Landstraße 46,Linz,Oberösterreich",4020,+43732773433,48.300507,14.290634
A038,Austria,80,"Hauptstraße 47,St. Johann im Pongau,Salzburg",5600,+4364126265,47.347744,13.201709
A199,Austria,801,"Stadtplatz 5a,Leonding,Oberösterreich",4060,+43732677146,48.279951,14.2487
A19C,Austria,804,"Währinger Straße 103,Wien,Wien",1180,+4314058907,48.226414,16.343176
A19D,Austria,805,"Mühldorf 465,Feldbach,Steiermark",8330,+43315237006,46.948765,15.915542
A19F,Austria,807,"Arena am Waldfeld 17,Fohnsdorf,Steiermark",8753,+43357246694,47.184329,14.679145
A19H,Austria,809,"Ferdinand Hanusch-Straße 1,Leoben,Steiermark",8700,+43384229509,47.371828,15.088536
A039,Austria,81,"Industriezone 34a,Imst,Tirol",6460,+43541264568,47.218981,10.732554
A19J,Austria,811,"Frauentaler Straße 83,Deutschlandsberg,Steiermark",8530,+43346230260,46.820497,15.229133
A19L,Austria,813,"Hauptstraße 4,Seekirchen am Wallersee,Salzburg",5201,+43621230277,47.891662,13.126919
A19M,Austria,814,"Industriestraße 3,Friesach,Kärnten",9360,+43426837322,46.951915,14.413757
A1A1,Austria,817,"Walbersdorf Bundesstraße 50,Mattersburg,Burgenland",7210,+43262667623,47.729443,16.412877
A1A3,Austria,819,"Auweg 6,Ansfelden,Oberösterreich",4052,+43722978199,48.215495,14.276045
A1A5,Austria,821,"Badnerstraße 102,Bad Vöslau,Niederösterreich",2540,+432252790370,47.977144,16.219842
A03B,Austria,83,"Herzog Albrecht-Straße 1-3,Mistelbach,Niederösterreich",2130,+4325724830,48.568378,16.592717
A1AI,Austria,834,"Durchlaßstraße 10,Klagenfurt am Wörthersee,Kärnten",9020,+43463481378,46.635373,14.315421
A1AK,Austria,836,"Guglgasse 6,Wien,Wien",1110,+4317437857,48.185161,16.418726
A1B0,Austria,840,"Alser Straße 10,Wien,Wien",1090,+4314080686,48.215232,16.350114
A1B5,Austria,845,"Wiener Straße 12,Groß-Enzersdorf,Niederösterreich",2301,+43224928234,48.206729,16.547439
A1B7,Austria,847,"Europastraße 5,Leobersdorf,Niederösterreich",2544,+43225620380,47.930393,16.204936
A1B8,Austria,848,"Gartenstraße 14,Mattighofen,Oberösterreich",5230,+4377425250,48.107533,13.150794
A1B9,Austria,849,"Kärntner Ring 2,Wien,Wien",1010,+4315041343,48.201966,16.370062
A1BB,Austria,851,"Bruggfeldstraße 7a,Landeck,Tirol",6500,+43544267524,47.142018,10.560927
A1BF,Austria,855,"Europastraße 15,Langenrohr,Niederösterreich",3442,+43227265780,48.317686,16.017422
A1BG,Austria,856,"Kornstraße 14,Leonding,Oberösterreich",4060,+43732672167,48.257942,14.254663
A1BI,Austria,858,"Werdenbergerstraße 34,Bludenz,Vorarlberg",6700,+43555262190,47.156053,9.820011
A1BJ,Austria,859,"Forstauer Straße 2,Radstadt,Salzburg",5550,+4364525113,47.377211,13.474903
A1BK,Austria,860,"Sandleitengasse 41,Wien,Wien",1160,+4314892744,48.220174,16.30691
A1BM,Austria,862,"Grazer Straße 11,Hausmannstätten,Steiermark",8071,+43313547801,46.992653,15.505982
A1BN,Austria,863,"Salzburgerstraße 29,St. Johann in Tirol,Tirol",6380,+43535262560,47.528949,12.426502
A1C0,Austria,864,"Pfarrgasse 5,Bad Ischl,Oberösterreich",4820,+43613223004,47.71083,13.621776
A1C2,Austria,866,"Bahnhofstraße 4,Bischofshofen,Salzburg",5500,+4364623170,47.415856,13.218903
A03F,Austria,87,"Hauptplatz 8,Amstetten,Niederösterreich",3300,+43747262665,48.123068,14.873079
A1C6,Austria,870,"Ludwig-Binder-Straße 22,Gleisdorf,Steiermark",8200,+43311236633,47.105625,15.704755
A1C9,Austria,873,"Kapellenstraße 1,Lustenau,Vorarlberg",6890,+43557786829,47.430488,9.660972
A1CC,Austria,876,"Hannesgrub Nord 2/2,Tumeltsham,Oberösterreich",4911,+43775281215,48.221424,13.497533
A1CH,Austria,881,"Cytastraße 14,Völs,Tirol",6176,+43512302875,47.258948,11.323407
A1CJ,Austria,883,"Reichsstraße 126,Feldkirch,Vorarlberg",6800,+43552284402,47.248753,9.609713
A1CK,Austria,884,"Kaufpark 4,Walding,Oberösterreich",4111,+43723484705,48.345276,14.161175
A1D0,Austria,888,"Favoritenstraße 130,Wien,Wien",1100,+4316044330,48.175224,16.377647
A1D2,Austria,890,"Gottlieb-Daimler-Straße 2,Amstetten,Niederösterreich",3300,+43747223002,48.106956,14.83208
A1D4,Austria,892,"Wiener Straße 13-15,Mürzzuschlag,Steiermark",8680,+4338525474,47.605922,15.673078
A1D7,Austria,895,"Stadtplatz 32,Vöcklabruck,Oberösterreich",4840,+43767225451,48.007791,13.653901
A1D9,Austria,897,"Ötztaler Höhe 11,Haiming,Tirol",6430,+43526688177,47.230497,10.856032
A1DA,Austria,898,"Thaliastraße 28,Wien,Wien",1160,+4314098573,48.209295,16.33476
A1DB,Austria,899,"Stadtplatz 32,Klosterneuburg,Niederösterreich",3400,+43224330471,48.30917,16.323742
A03I,Austria,90,"Flugplatzstraße 4,Zell am See,Salzburg",5700,+43654253956,47.297247,12.786508
A1DI,Austria,906,"Murfeldstraße 4,Gratwein-Straßengel,Steiermark",8112,+43312452397,47.133797,15.322249
A1DJ,Austria,907,"Im Buch 42,Götzis,Vorarlberg",6840,+43552351397,47.33996,9.652889
A1DK,Austria,908,"Südtiroler Platz 13,Salzburg,Salzburg",5020,+43662456316,47.814506,13.045369
A1DL,Austria,909,"Helmholtzstraße 15,Linz,Oberösterreich",4020,+43732381241,48.256402,14.286858
A03J,Austria,91,"An der Leiten 14,Vomp,Tirol",6134,+43524272684,47.351169,11.696858
A1DM,Austria,910,"Eco Plus Park 4. Straße 4,Bruck an der Leitha,Niederösterreich",2460,+43216265606,48.034817,16.809517
A1E0,Austria,912,"B 1 Center 4,Ybbs an der Donau,Niederösterreich",3370,+43741258851,48.161945,15.105788
A1E2,Austria,914,"Technologiepark 58,Jennersdorf,Burgenland",8380,+43332945782,46.939623,16.152238
A1E3,Austria,915,"Pulverstraße 1,Trofaiach,Steiermark",8793,+4338473375,47.424578,15.002922
A1E4,Austria,916,"Bahnhofplatz 1,Wolfsberg,Kärnten",9400,+4343524248,46.842672,14.840638
A1E5,Austria,917,"Anton-Baumgartner-Straße 40,Wien,Wien",1230,+4316651084,48.152221,16.318889
A1E6,Austria,918,"Breitenfurter Straße 372-380,Wien,Wien",1230,+4318672424,48.137078,16.279155
A1E7,Austria,919,"Florianigasse 2,Neulengbach,Niederösterreich",3040,+43277255481,48.200876,15.900125
A03K,Austria,92,"Hof 15,Alberschwende,Vorarlberg",6861,+43557983033,47.450775,9.834894
A1E8,Austria,920,"Bahnhofplatz 9,Bad Hall,Oberösterreich",4540,+43725850208,48.03712,14.210486
A1EA,Austria,922,"Schraubenwerkstraße 1,Neunkirchen,Niederösterreich",2620,+43263562362,47.723532,16.078856
A1EB,Austria,923,"Oberer Flözerweg 10,Traun,Oberösterreich",4050,+43722963477,48.23481,14.237084
A1EC,Austria,924,"Bundesstraße 34,Zeltweg,Steiermark",8740,+43357726612,47.194966,14.740748
A1EG,Austria,928,"Othmar-Spanlang-Straße 3,Schärding,Oberösterreich",4780,+43771235762,48.446531,13.441235
A03L,Austria,93,"Almteilweg 1,Bürs,Vorarlberg",6706,+43555233671,47.151167,9.811658
A1EI,Austria,930,"Brünner Straße 184,Wien,Wien",1210,+4312900872,48.283229,16.413414
A1EK,Austria,932,"Hauptstraße 55,Mödling,Niederösterreich",2340,+432236864787,48.086021,16.288537
A1EM,Austria,934,"Kaplanweg 14,Weiz,Steiermark",8160,+43317230126,47.207562,15.637717
A1EN,Austria,935,"Wagramer Straße 81,Wien,Wien",1220,+4312037133,48.242424,16.435289
A1F0,Austria,936,"Am Treffner Feld 4,Treffen am Ossiacher See,Kärnten",9521,+43424824613,46.65137,13.874097
A1F1,Austria,937,"Europaplatz 2,Wien,Wien",1150,+4318920833,48.196215,16.337911
A03M,Austria,94,"Südring 223,Klagenfurt am Wörthersee,Kärnten",9020,+43463230139,46.607925,14.293164
A1F4,Austria,940,"G3 Platz 1,Gerasdorf bei Wien,Niederösterreich",2201,+43224627711,48.345439,16.462816
A1F6,Austria,942,"Hauptstraße 9,Gloggnitz,Niederösterreich",2640,+43266245521,47.675833,15.937778
A1F7,Austria,943,"Fichtenhainstr. 2,Velden am Wörther See,Kärnten",9220,+43427450665,46.604573,14.035091
A1F8,Austria,944,"Dreifaltigkeitsgasse 18,Salzburg,Salzburg",5020,+43662878136,47.804076,13.044228
A1F9,Austria,945,"Grazerstraße 18a,Fürstenfeld,Steiermark",8280,+43338252963,47.059882,16.066002
A1FA,Austria,946,"Haidäckerpark 3,Eisenstadt,Burgenland",7000,+43268261355,47.826664,16.523085
A1FB,Austria,947,"Kurhausplatz 55,Bad Aussee,Steiermark",8990,+43362252057,47.60996,13.783529
A1FC,Austria,948,"Andreas-Hofer-Straße 10,Schwaz,Tirol",6130,+43524264993,47.347898,11.707242
A1FD,Austria,949,"Obermarkt 38,Reutte,Tirol",6600,+43567263465,47.485501,10.720483
A1FE,Austria,950,"Handelsring 8-10,Asten,Oberösterreich",4481,+43722466331,48.219944,14.407518
A1FF,Austria,951,"Linzer Gasse 17,Salzburg,Salzburg",5020,+43662875592,47.80296,13.046326
A1FG,Austria,952,"Märzstraße 37,Wien,Wien",1150,+4317862351,48.198495,16.329491
A1FH,Austria,953,"Glocknerstraße 1,Nußdorf-Debant,Tirol",9990,+43485261960,46.831129,12.799998
A1FI,Austria,954,"Kuenburgstraße 7,Tamsweg,Salzburg",5580,+4364746906,47.12841,13.811213
A1FJ,Austria,955,"Radkersburger Straße 21,Bad Gleichenberg,Steiermark",8344,+43315941740,46.867722,15.902941
A1FK,Austria,956,"Mitterweg 69,Innsbruck,Tirol",6020,+43512282833,47.257168,11.36873
A1FM,Austria,958,"Aigner Straße 48,Salzburg,Salzburg",5020,+43662625391,47.790702,13.074125
A1FN,Austria,959,"Kletzlgutweg 2c,Hallein,Salzburg",5400,+43624570121,47.684936,13.104749
A040,Austria,96,"Wiener Neustädter Straße 40,Ebreichsdorf,Niederösterreich",2483,+43225476244,47.955267,16.402905
A1G0,Austria,960,"Dresdner Straße 38-40,Wien,Wien",1200,+4313303584,48.238746,16.376835
H001,Bosnia and Herzegovina,1,"Dobrinjske bolnice 12,Sarajevo,FBiH",71000,+38733766135,43.8296618,18.3450051
H00A,Bosnia and Herzegovina,10,"Aleja Šehida bb,Zenica,FBiH",72000,+38732201250,44.2030746,17.913648
H045,Bosnia and Herzegovina,101,"Mehmeda Spahe bb,Novi Travnik,FBiH",72290,+38730508012,44.1699078,17.654336
H046,Bosnia and Herzegovina,102,"Tešanjka bb,Usora,FBiH",74230,+38732206467,44.6754083,18.0147385
H048,Bosnia and Herzegovina,104,"Branilaca Bosne bb,Visoko,FBiH",71300,+38732206207,43.9920986,18.1772209
H04A,Bosnia and Herzegovina,106,"Unska bb,Bosanska Krupa,FBiH",77240,+38737316287,44.89414,16.154824
H04B,Bosnia and Herzegovina,107,"Bijeljinska bb,Brčko,Brčko Distrikt",76100,+38749490906,44.8615969,18.8277239
H04D,Bosnia and Herzegovina,109,"Mostarsko raskršće 10,Blažuj,FBiH",71215,+38733764772,43.846756,18.241804
H04E,Bosnia and Herzegovina,110,"Prvog Krajiškog korpusa bb,Banja Luka,Republika Srpska",78000,+38751492143,44.7771172,17.1929702
H04G,Bosnia and Herzegovina,112,"Husinskih rudara bb,Tuzla,FBiH",75000,+38735367250,44.525332,18.627936
H04H,Bosnia and Herzegovina,113,"Sarajevska ulica bb,Gradačac,FBiH",76250,+38735367253,44.8934785,18.4239345
H04I,Bosnia and Herzegovina,114,"Univerzitetska 16,Tuzla,FBiH",75000,+38735311000,44.5384616,18.6642148
H04K,Bosnia and Herzegovina,116,"Nemanjina bb,Laktaši,Republika Srpska",78250,+38751490213,44.908324,17.3083032
H04L,Bosnia and Herzegovina,117,"Katarine Zrinske bb,Posušje,FBiH",88240,+38739683786,43.4698205,17.3266334
H04M,Bosnia and Herzegovina,118,"Zaobilaznica bb,Bihać,FBiH",77000,+38737539415,44.8258333,15.8798606
H04N,Bosnia and Herzegovina,119,"Armije BiH bb,Tuzla,FBiH",75000,+38735360691,44.5368336,18.6974946
H00C,Bosnia and Herzegovina,12,"Bosanska 6,Bugojno,FBiH",70230,+38730260380,44.05562,17.447
H054,Bosnia and Herzegovina,124,"Žrtava srebreničkog genocida bb,Bihać,FBiH",77000,+38737316664,44.8196171,15.8526267
H058,Bosnia and Herzegovina,128,"Karakaj 87 A,Zvornik,Republika Srpska",75400,+38756745761,44.405318,19.1208818
H00D,Bosnia and Herzegovina,13,"Bana Josipa Jelačića 54,Kiseljak,FBiH",71250,+38730877340,43.94349,18.07693
H00E,Bosnia and Herzegovina,14,"Grbavička 40,Sarajevo,FBiH",71000,+38733719225,43.8512514,18.3954576
H00F,Bosnia and Herzegovina,15,"Maršala Tita bb,Konjic,FBiH",88400,+38736734630,43.6533121,17.962418
H00G,Bosnia and Herzegovina,16,"Trg srpskih boraca bb,Prnjavor,Republika Srpska",78430,+38751640950,44.86928,17.66243
H00I,Bosnia and Herzegovina,18,"Poslovni centar 96,Vitez,FBiH",72250,+38730717282,44.1701729,17.7829301
H00K,Bosnia and Herzegovina,20,"Butmirska cesta 14,Ilidža,FBiH",71210,+38733764760,43.82966,18.31232
H00M,Bosnia and Herzegovina,22,"Vojvode Radomira Putnika bb,Lukavica,Republika Srpska",71126,+38757311230,43.8241,18.36235
H011,Bosnia and Herzegovina,25,"Trg djece Sarajeva 1,Sarajevo,FBiH",71000,+38733259305,43.85854,18.41698
H012,Bosnia and Herzegovina,26,"Trg dr. Ante Starčevića 4,Široki Brijeg,FBiH",88220,+38739700037,43.38185,17.59176
H013,Bosnia and Herzegovina,27,"Gabrijela Jurkića 4,Livno,FBiH",80101,+38734208124,43.8255951,17.0050576
H014,Bosnia and Herzegovina,28,"Svetosavska bb,Kozarska Dubica,Republika Srpska",79240,+38752483132,45.181656,16.809851
H003,Bosnia and Herzegovina,3,"Kneza Branimira 2,Mostar,FBiH",88000,+38736334339,43.3412537,17.8015024
H016,Bosnia and Herzegovina,30,"Kralja Petra I Karađorđevića 81,Banja Luka,Republika Srpska",78000,+38751223470,44.768221,17.187322
H017,Bosnia and Herzegovina,31,"Dragoje Lukića 1,Gradiška,Republika Srpska",78400,+38751826020,45.1459734,17.2503296
H019,Bosnia and Herzegovina,33,"Alije Izetbegovića bb,Gračanica,FBiH",75320,+38735700295,44.7049,18.31074
H01A,Bosnia and Herzegovina,34,"Džemala Bijedića 39,Sarajevo,FBiH",71000,+38733730430,43.8496655,18.3674876
H01B,Bosnia and Herzegovina,35,"Bulevar Franca Lehara 2,Sarajevo,FBiH",71000,+38733592535,43.8564593,18.406429
H01F,Bosnia and Herzegovina,39,"Hrvatske mladeži 4,Mostar,FBiH",88000,+38736333710,43.3492312,17.7975395
H004,Bosnia and Herzegovina,4,"Ferhadija 25,Sarajevo,FBiH",71000,+38733572115,43.85934,18.42692
H01G,Bosnia and Herzegovina,40,"Veselina Masleše 4,Banja Luka,Republika Srpska",78000,+38751230740,44.7705422,17.1900234
H01H,Bosnia and Herzegovina,41,"Kardinala Stepinca 29,Međugorje,FBiH",88266,+38736653973,43.19564,17.67597
H01I,Bosnia and Herzegovina,42,"Trg Zlatnih Ljiljana bb,Cazin,FBiH",77220,+38737510111,44.9649447,15.9394582
H01J,Bosnia and Herzegovina,43,"Ulica XIV 97,Orašje,FBiH",76270,+38731719490,45.026009,18.699734
H01K,Bosnia and Herzegovina,44,"Trg Kralja Petra I Karađorđevića 1,Bijeljina,Republika Srpska",76300,+38755220440,44.75733,19.21523
H01L,Bosnia and Herzegovina,45,"Kneza Višeslava i Kardinal Stepinca bb,Mostar,FBiH",88000,+38736333382,43.34847,17.80478
H01M,Bosnia and Herzegovina,46,"Vuka Karadžića bb,Pale,Republika Srpska",71420,+38757202950,43.8144,18.57056
H01N,Bosnia and Herzegovina,47,"Dubrovački put 1,Trebinje,Republika Srpska",89101,+38759270240,42.70877,18.35058
H020,Bosnia and Herzegovina,48,"119. muslimanske brdske brigade 19,Banovići,FBiH",75290,+38735871110,44.4055992,18.5262543
H005,Bosnia and Herzegovina,5,"Trg Alije Izetbegovića 65,Zenica,FBiH",72000,+38732201150,44.1996431,17.9102334
H022,Bosnia and Herzegovina,50,"Jovana Dučića 25,Banja Luka,Republika Srpska",78000,+38751322110,44.77714,17.18594
H023,Bosnia and Herzegovina,51,"Rustem-pašina 9,Ilidža,FBiH",71210,+38733761450,43.8309,18.3072
H024,Bosnia and Herzegovina,52,"Metkovačka bb,Čapljina,FBiH",88300,+38736810505,43.1089194,17.7008416
H025,Bosnia and Herzegovina,53,"Kurta Schorka 24 A,Sarajevo,FBiH",71000,+38733761420,43.835033,18.328151
H026,Bosnia and Herzegovina,54,"Koševo 8,Sarajevo,FBiH",71000,+38733267245,43.8602861,18.4143523
H027,Bosnia and Herzegovina,55,"Vrbanja 1,Sarajevo,FBiH",71000,+38733733060,43.85532,18.40698
H028,Bosnia and Herzegovina,56,"Prijedorska bb,Sanski Most,FBiH",79260,+38737689579,44.765885,16.662069
H029,Bosnia and Herzegovina,57,"Splitska 60,Tomislavgrad,FBiH",80240,+38734358060,43.703572,17.21077
H02B,Bosnia and Herzegovina,59,"Pijeskovi bb,Doboj,Republika Srpska",74000,+38753204000,44.7402,18.0946
H02D,Bosnia and Herzegovina,61,"Ferida Dizdarevića 3,Goražde,FBiH",73000,+38738240250,43.664525,18.97615
H02F,Bosnia and Herzegovina,63,"Bosanska 6,Bihać,FBiH",77000,+38737228010,44.814839,15.869117
H02G,Bosnia and Herzegovina,64,"Sremska bb,Bijeljina,Republika Srpska",76300,+38755294080,44.7627328,19.2063868
H02H,Bosnia and Herzegovina,65,"Alipašina 45b,Sarajevo,FBiH",71000,+38733558745,43.867447,18.408972
H02I,Bosnia and Herzegovina,66,"Mitra Trifunovića 2,Tuzla,FBiH",75000,+38735310900,44.532278,18.651694
H02K,Bosnia and Herzegovina,68,"Ložionička 16,Sarajevo,FBiH",71000,+38733713020,43.857286,18.383183
H007,Bosnia and Herzegovina,7,"Trg solidarnosti 2,Sarajevo,FBiH",71000,+38733769120,43.846643,18.3525157
H02M,Bosnia and Herzegovina,70,"Branka Popovića 310,Banja Luka,Republika Srpska",78000,+38751378311,44.8181358,17.2165624
H02N,Bosnia and Herzegovina,71,"Aleja Svetog Save 69,Banja Luka,Republika Srpska",78000,+38751320451,44.7749556,17.205995
H030,Bosnia and Herzegovina,72,"Alije Izetbegovića bb,Kakanj,FBiH",72240,+38732552051,44.1311794,18.1204971
H031,Bosnia and Herzegovina,73,"Hrvatskih branitelja 69,Ljubuški,FBiH",88320,+38739830628,43.1989,17.5473
H032,Bosnia and Herzegovina,74,"Branilaca grada bb,Gračanica,FBiH",75320,+38735708601,44.6870542,18.3083198
H033,Bosnia and Herzegovina,75,"Magistralni put M-17 5,Mostar,FBiH",88000,+38736555800,43.3649,17.8218
H034,Bosnia and Herzegovina,76,"Mala Lisa bb,Cazin,FBiH",77220,+38737316885,44.965629,15.90833
H035,Bosnia and Herzegovina,77,"Kninska 1,Derventa,Republika Srpska",74400,+38753490481,44.983329,17.928009
H036,Bosnia and Herzegovina,78,"Svetog Save 3,Zvornik,Republika Srpska",75400,+38756490877,44.3850108,19.103493
H037,Bosnia and Herzegovina,79,"II Korpusa Armije BiH bb,Tuzla,FBiH",75000,+38735315010,44.532736,18.68354
H038,Bosnia and Herzegovina,80,"Džemala Bijedića 160,Sarajevo,FBiH",71000,+38733246481,43.85069,18.354012
H039,Bosnia and Herzegovina,81,"I ulica bb,Živinice,FBiH",75270,+38735368270,44.456031,18.642123
H03A,Bosnia and Herzegovina,82,"1. maja 63,Prijedor,Republika Srpska",79101,+38752490506,44.9770338,16.7271228
H03B,Bosnia and Herzegovina,83,"Ruđera Boškovića bb,Neum,FBiH",88390,+38736885400,42.92817,17.61006
H03C,Bosnia and Herzegovina,84,"Slavka Jelice Švabe bb,Jajce,FBiH",70101,+38730719186,44.339454,17.264798
H03D,Bosnia and Herzegovina,85,"Zmaja od Bosne 2,Zenica,FBiH",72000,+38732206820,44.205499,17.90292
H03E,Bosnia and Herzegovina,86,"Mostar Bišće bb,Mostar,FBiH",88000,+38736281519,43.307229,17.830251
H03F,Bosnia and Herzegovina,87,"Lukavačkih brigada bb,Lukavac,FBiH",75300,+38735368273,44.53089,18.53122
H03G,Bosnia and Herzegovina,88,"Bosanska bb,Travnik,FBiH",72270,+38730509713,44.2267237,17.6612567
H009,Bosnia and Herzegovina,9,"Braće Fejića bb,Mostar,FBiH",88000,+38736555225,43.3426765,17.8128592
H03I,Bosnia and Herzegovina,90,"Marije Dimića 7/A,Banja Luka,Republika Srpska",78000,+38751490550,44.790153,17.19782
H03J,Bosnia and Herzegovina,91,"16. krajiške brigade i Gavrila Principa 2A,Gradiška,Republika Srpska",78400,+38751490211,45.1396762,17.2582506
H03K,Bosnia and Herzegovina,92,"Trg Majora Zorana Karlice 3,Prijedor,Republika Srpska",79000,+38752490118,44.979709,16.709851
H03L,Bosnia and Herzegovina,93,"1. Maja bb,Velika Kladuša,FBiH",77230,+38737316495,45.1786976,15.8106496
H03M,Bosnia and Herzegovina,94,"Hrvatskih branitelja 21,Grude,FBiH",88340,+38739663860,43.3648152,17.4254134
H03N,Bosnia and Herzegovina,95,"Ivana Gorana Kovačića bb,Banja Luka,Republika Srpska",78000,+38751490060,44.789322,17.2039119
H040,Bosnia and Herzegovina,96,"Džemala Bijedića 2,Sarajevo,FBiH",71000,+38733764763,43.8517684,18.3781723
H041,Bosnia and Herzegovina,97,"Bulevar mira 5,Brčko,Brčko Distrikt",76000,+38749235293,44.8761935,18.812431
H042,Bosnia and Herzegovina,98,"Džemala Bijedića 279 J,Sarajevo,FBiH",71000,+38733455224,43.8404286,18.3230834
H043,Bosnia and Herzegovina,99,"Nikole Tesle 26,Doboj,Republika Srpska",74000,+38753205253,44.7201096,18.0827156
P05B,Czechia,131,"Husovo náměstí 36,Beroun,STREDOCESKY",266 01,+420311626922,49.9640616,14.0721656
P05H,Czechia,137,"Nábřeží Dr. Beneše 255,Rakovník,STREDOCESKY",269 01,+420313515587,50.1010373,13.7315038
P060,Czechia,144,"Vodní 53/5,Kroměříž,ZLINSKY",767 01,+420573335766,49.29873,17.39484
P062,Czechia,146,"Kmochova 3156,Varnsdorf,USTECKY",407 47,+420412371752,50.90913,14.6184
P065,Czechia,149,"Vodičkova 699/30,Praha,HL.M.PRAHA",110 00,+420224215989,50.08103,14.42465
P066,Czechia,150,"Novobranská 544/1,Brno,JIHOMORAVSKY",602 00,+420542217319,49.19497,16.61303
