Country, Name, ID, Address, Postal Code, Latitude, Longitude, Telephone, Services
Germany,, 367288, "Bocksdornweg 2, Karlsruhe, Baden-Württemberg", 76149, 49.0340578, 8.394398320356,,
Germany,, 367289, "Mainzer Straße 2, Germersheim, Rheinland-Pfalz", 76726, 49.22748245, 8.371122402945,,
Germany,, 367290, "Berliner Chaussee 71, Lutherstadt Wittenberg, Sachsen-Anhalt", 06886, 51.890299933, 12.665208037,,
Germany,, 367291, "Guerickestraße 12, Frankfurt am Main, Hessen", 60488, 50.136518074, 8.5991265327,,
Germany,, 367292, "Rastanlage Bremgarten 2, Hartheim am Rhein, Baden-Württemberg", 79258, 47.908250496881, 7.59295613102,,
Germany,, 367295, "Großmattstraße 2, Rheinfelden (Baden), Baden-Württemberg", 79618, 47.576297339011, 7.796352993955,,
Germany,, 367296, "Augustusberg 72, Nossen, Sachsen", 01683, 51.03694395, 13.297604093,,
Germany,, 367297, "Marienstraße 12, Stuttgart, Baden-Württemberg", 70178, 48.773420401, 9.17316235,,
Germany,, 367298, "Bahnhofplatz 2, München, Bayern", 80335, 48.140832105801, 11.559596302335,,
Germany,, 367299, "Klever Straße 72, Moers, Nordrhein-Westfalen", 47441, 51.458641850931, 6.634678044389,,
Germany,, 367302, "Pagenstecherstraße 72, Osnabrück, Niedersachsen", 49090, 52.291113171, 8.0248684042,,
Germany,, 367303, "Heignkamer Straße 2, Holzkirchen, Bayern", 83607, 47.88628414, 11.689257957,,
Germany,, 367304, "Am Harras 12, München, Bayern", 81373, 48.1171161, 11.5391166,,
Germany,, 367305, "Ludwig-Erhard-Straße 2, Landshut, Bayern", 84034, 48.53907975, 12.0959665,,
Germany,, 367306, "Thomas-Dehler-Straße 12, München, Bayern", 81737, 48.101077442, 11.645114618,,
Germany,, 367307, "Daimlerstraße 72, Michelfeld, Baden-Württemberg", 74545, 49.103076496, 9.6932979041,,
Germany,, 367308, "Robert-Bosch-Straße 12, Jettingen-Scheppach, Bayern", 89343, 48.411909436, 10.439983831,,
Germany,, 367309, "Rothenburger Straße 72, Oberasbach, Bayern", 90522, 49.435000555451, 10.966702767697,,
Germany,, 367310, "Straßäcker 2, Mainburg, Bayern", 84048, 48.632998282, 11.777987747,,
Germany,, 367311, "Amsinckstraße 73, Hamburg, Hamburg", 20097, 53.542784890348, 10.02690798708,,
Germany,, 367313, "Nürnberger Straße 12, Ingolstadt, Bayern", 85055, 48.771260452667, 11.43499981776,,
Germany,, 367314, "Am Auer Bach 2, Reichertshofen, Bayern", 85084, 48.644359, 11.520595,,
Germany,, 367315, "Develangring 73, Dannenberg (Elbe), Niedersachsen", 29451, 53.091590554, 11.08808421,,
Germany,, 367316, "Willy-Brandt-Platz 12, Erfurt, Thüringen", 99084, 50.97317, 11.0379,,
Germany,, 367317, "Oskar-von-Miller-Ring 2, Sulzemoos, Bayern", 85254, 48.280609860097, 11.268071396942,,
Germany,, 367318, "Miltitzer Straße 13, Leipzig, Sachsen", 04178, 51.347136007859, 12.263183709932,,
Germany,, 367319, "Aachener Str. 73, Erkelenz, Nordrhein-Westfalen", 41812, 51.076220866, 6.3080061758,,
Germany,, 367320, "Dieselstraße 2, Eching, Bayern", 85386, 48.306024368316, 11.635627033333,,
Germany,, 367321, "Reeser Straße 73, Emmerich am Rhein, Nordrhein-Westfalen", 46446, 51.832615223, 6.2643331032,,
Germany,, 367323, "Taxetstraße 2, Vaterstetten, Bayern", 85599, 48.14702676, 11.78971545,,
Germany,, 367325, "Lingener Straße 73, Meppen, Niedersachsen", 49716, 52.683926562, 7.2955403957,,
Germany,, 367328, "Goethestraße 74, München, Bayern", 80336, 48.130363019576, 11.558141553743,,
Germany,, 367329, "Fuggerstraße 2, Augsburg, Bayern", 86150, 48.366909231632, 10.894462556224,,
Germany,, 367330, "Nördlinger Str. 74, Heidenheim an der Brenz, Baden-Württemberg", 89520, 48.691279454, 10.166806723,,
Germany,, 367331, "Mecklenhorster Straße 13, Neustadt am Rübenberge, Niedersachsen", 31535, 52.504411158, 9.4749646138,,
Germany,, 367332, "Schützenstraße 2, Türkheim, Bayern", 86842, 48.043866795933, 10.622332257353,,
Germany,, 367333, "Tribseer Damm 75, Stralsund, Mecklenburg-Vorpommern", 18437, 54.308840664194, 13.07767726903,,
Germany,, 367334, "Robert-Bosch-Straße 13, Guxhagen, Hessen", 34302, 51.2020159, 9.468344759557,,
Germany,, 367335, "Bleicherstraße 2, Kempten (Allgäu), Bayern", 87437, 47.736161633, 10.328598446,,
Germany,, 367336, "Bremer Straße 75, Belm, Niedersachsen", 49191, 52.305707628541, 8.124385861733,,
Germany,, 367337, "Werner-von-Siemens-Ring 13, Magdeburg, Sachsen-Anhalt", 39116, 52.079517333, 11.581359539,,
Germany,, 367338, "Industriestraße 2, Riedlingen, Baden-Württemberg", 88499, 48.151480977463, 9.488928239938,,
Germany,, 367340, "Mercedesstraße 13, Düsseldorf, Nordrhein-Westfalen", 40470, 51.252070408132, 6.794785709572,,
Germany,, 367342, "Augsburger Straße 75, Weißenburg in Bayern, Bayern", 91781, 49.017497706981, 10.961687925454,,
Germany,, 367344, "Planckstraße 2, Markdorf, Baden-Württemberg", 88677, 47.716210519185, 9.401414286126,,
Germany,, 367345, "Auf der Saar 13, Oppenheim, Rheinland-Pfalz", 55276, 49.8468903, 8.3562324307,,
Germany,, 367346, "Aldinger Straße 76, Stuttgart, Baden-Württemberg", 70378, 48.841494359704, 9.232222613384,,
Germany,, 367347, "Industriestraße 2, Merklingen, Baden-Württemberg", 89188, 48.514450852, 9.7579602594,,
Germany,, 367348, "Laufamholzstraße 76, Nürnberg, Bayern", 90482, 49.46253998773, 11.140836718403,,
Germany,, 367349, "Gewerbestraße 13, Rennerod, Rheinland-Pfalz", 56477, 50.598902974044, 8.064025904177,,
Germany,, 367350, "Otto-Hahn-Str. 2, Neu-Ulm, Bayern", 89231, 48.387435297, 10.035830371,,
Germany,, 367351, "Lange Straße 13, Balingen, Baden-Württemberg", 72336, 48.261630502, 8.8527394204,,
Germany,, 367352, "Griedeler Straße 77, Butzbach, Hessen", 35510, 50.4361016, 8.681109216086,,
Germany,, 367353, "An der Alten Ziegelei 2, Vöhringen, Bayern", 89269, 48.285624754363, 10.116507074308,,
Germany,, 367355, "Titiseestraße 13, Titisee-Neustadt, Baden-Württemberg", 79822, 47.918349129782, 8.206143244784,,
Germany,, 367356, "Unterfarrnbacher Straße 2, Fürth, Bayern", 90766, 49.483032624, 10.966684457,,
Germany,, 367357, "Demminer Straße 78, Neubrandenburg, Mecklenburg-Vorpommern", 17034, 53.584648632, 13.270723669,,
Germany,, 367358, "Feilitzschstraße 13, München, Bayern", 80802, 48.1614809, 11.58862,,
Germany,, 367359, "Im Gewerbepark 2, Heßdorf, Bayern", 91093, 49.627994810404, 10.923576030979,,
Germany,, 367360, "Adenauerallee 78, Hamburg, Hamburg", 20097, 53.552034081307, 10.011050123166,,
Germany,, 367361, "Wendling 13, Irschenberg, Bayern", 83737, 47.828648193, 11.903185384,,
Germany,, 367362, "Im Grund 2, Parsberg, Bayern", 92331, 49.17639161, 11.728274022,,
Germany,, 367363, "Liemer Weg 78, Lemgo, Nordrhein-Westfalen", 32657, 52.028688914744, 8.86565987736,,
Germany,, 367364, "Argonnenstraße 13, Weingarten, Baden-Württemberg", 88250, 47.813401208029, 9.635960421609,,
Germany,, 367365, "Defreggerweg 2, Regensburg, Bayern", 93051, 49.009918183, 12.063162633,,
Germany,, 367367, "Geseker Straße 78, Salzkotten, Nordrhein-Westfalen", 33154, 51.66666845, 8.5891723616,,
Germany,, 367370, "Centroallee 78, Oberhausen, Nordrhein-Westfalen", 46047, 51.491762858, 6.8803322647,,
Germany,, 367371, "Meraner Straße 2, Passau, Bayern", 94036, 48.556624598156, 13.418433647561,,
Germany,, 367372, "Weidenbaumsweg 14, Hamburg, Hamburg", 21029, 53.489458, 10.207032,,
Germany,, 367373, "Göltzschtalstraße 79, Auerbach, Sachsen", 08209, 50.493998244, 12.396059509,,
Germany,, 367374, "Dr.-Walter-Bruch-Straße 2, Plattling, Bayern", 94447, 48.78986199, 12.898116343,,
Germany,, 367377, "Mühlweg 2, Neustadt bei Coburg, Bayern", 96465, 50.339879373466, 11.144074145454,,
Germany,, 367378, "Konrad-Adenauer-Platz 14, Düsseldorf, Nordrhein-Westfalen", 40210, 51.220315488195, 6.792925593128,,
Germany,, 367380, "Klöcknerstraße 14, Georgsmarienhütte, Niedersachsen", 49124, 52.205817629009, 8.058917572194,,
Germany,, 367382, "Äußere Bayreuther Straße 80, Nürnberg, Bayern", 90491, 49.469661694386, 11.10147653512,,
Germany,, 367383, "Industriestraße 14, Melle, Niedersachsen", 49324, 52.190370269524, 8.353796798003,,
Germany,, 367385, "Gompitzer Höhe 3, Dresden, Sachsen", 01156, 51.038654098, 13.631378508,,
Germany,, 367386, "Werner-Schumacher-Straße 14, Kall, Nordrhein-Westfalen", 53925, 50.549653241, 6.5754660246,,
Germany,, 367387, "Konrad-Adenauer-Str. 81, Salzgitter, Niedersachsen", 38226, 52.15304135, 10.340306702,,
Germany,, 367388, "Kreckwitzer Straße 3, Bautzen, Sachsen", 02625, 51.190295133857, 14.454240467962,,
Germany,, 367389, "Eythstraße 14, Vöhringen, Baden-Württemberg", 72189, 48.342692, 8.66244,,
Germany,, 367390, "Magdeburger Chaussee 81, Burg (bei Magdeburg), Sachsen-Anhalt", 39288, 52.258903037396, 11.843159001793,,
Germany,, 367391, "Lausitzer Platz 3, Hoyerswerda, Sachsen", 02977, 51.437608935, 14.263253488,,
Germany,, 367392, "Sudetenstraße 14, Kaufbeuren, Bayern", 87600, 47.899896571, 10.641677255,,
Germany,, 367393, "Allersberger Straße 81, Roth, Bayern", 91154, 49.247826148, 11.103778943,,
Germany,, 367394, "Zeppelinstraße 2b, Schönefeld, Brandenburg", 12529, 52.367561472865, 13.561256214107,,
Germany,, 367395, "Magirusstraße 14, Langenau, Baden-Württemberg", 89129, 48.50075851854, 10.082591416281,,
Germany,, 367397, "Klosterstraße 3, Berlin, Berlin", 13581, 52.533377468, 13.197569189,,
Germany,, 367398, "Prackenfelser Straße 14, Altdorf bei Nürnberg, Bayern", 90518, 49.382003866899, 11.341593327379,,
Germany,, 367399, "Heiligenhauser Straße 82, Velbert, Nordrhein-Westfalen", 42549, 51.332728064418, 7.020341128385,,
Germany,, 367401, "Scheinfelder Str. 14, Geiselwind, Bayern", 96160, 49.768903978958, 10.469360203684,,
Germany,, 367402, "Augsburger Straße 82, Schwabmünchen, Bayern", 86830, 48.197093499945, 10.758955720415,,
Germany,, 367403, "Westfalenstraße 3, Linthe, Brandenburg", 14822, 52.160419443559, 12.782204852162,,
Germany,, 367404, "Äußere Weberstraße 83, Zittau, Sachsen", 02763, 50.898843276186, 14.78434059066,,
Germany,, 367405, "Max-Eyth-Straße 14, Bad Mergentheim, Baden-Württemberg", 97980, 49.49544793, 9.7624208287,,
Germany,, 367406, "Alte Langewahler Chaussee 3, Fürstenwalde, Brandenburg", 15517, 52.337102293714, 14.076771464593,,
Germany,, 367408, "Industriestraße 15, Schleiz, Thüringen", 07907, 50.551770719, 11.790602876,,
Germany,, 367409, "Akeleiweg 3, Neubrandenburg, Mecklenburg-Vorpommern", 17033, 53.518786568776, 13.260692263385,,
Germany,, 367410, "Hohe Straße 15, Meerane, Sachsen", 08393, 50.841776377, 12.444462612,,
Germany,, 367411, "Theodor-Heuss-Platz 3, Hamburg, Hamburg", 20354, 53.5604969, 9.990096004007,,
Germany,, 367412, "August-Wessing-Damm 83, Warendorf, Nordrhein-Westfalen", 48231, 51.95451315, 7.9716763,,
Germany,, 367414, "Hanauer Str. 83, München, Bayern", 80993, 48.184051836, 11.531064065,,
Germany,, 367415, "Prinzenstraße 84, Kamp-Lintfort, Nordrhein-Westfalen", 47475, 51.507852770166, 6.54351155421,,
Germany,, 367416, "Noorstraße 15, Eckernförde, Schleswig-Holstein", 24340, 54.472428301585, 9.828092320826,,
Germany,, 367417, "Merziger Straße 85, Dillingen, Saarland", 66763, 49.356587085, 6.7201261875,,
Germany,, 367420, "Aldinger Straße 85, Kornwestheim, Baden-Württemberg", 70806, 48.867226752605, 9.200041773792,,
Germany,, 367421, "Königswall 15, Dortmund, Nordrhein-Westfalen", 44137, 51.517094, 7.459405,,
Germany,, 367422, "Bitburger Straße 86, Bitburg, Rheinland-Pfalz", 54634, 49.962214205, 6.5410521993,,
Germany,, 367423, "Schmalkalder Straße 15, Recklinghausen, Nordrhein-Westfalen", 45665, 51.59779212343, 7.245652294786,,
Germany,, 367426, "Karlsruher Straße 87, Pforzheim, Baden-Württemberg", 75179, 48.90400345234, 8.654841976113,,
Germany,, 367427, "Jahnstraße 87, Lohr am Main, Bayern", 97816, 50.001661563, 9.58482698,,
Germany,, 367428, "Otto-Schott-Straße 15, Kempen, Nordrhein-Westfalen", 47906, 51.377736214, 6.4152759438,,
Germany,, 367430, "Espenhof 15, Ladbergen, Nordrhein-Westfalen", 49549, 52.147053551207, 7.734248051153,,
Germany,, 367431, "Lößnitzer Straße 89, Aue-Bad Schlema, Sachsen", 08280, 50.596165700688, 12.709040140673,,
Germany,, 367432, "Im Haderwald 15, Kaiserslautern, Rheinland-Pfalz", 67661, 49.432350145208, 7.682168640534,,
Germany,, 367433, "Gräfenhäuser Straße 89, Darmstadt, Hessen", 64293, 49.887409522316, 8.63387465282,,
Germany,, 367434, "Ulmer Straße 15, Metzingen, Baden-Württemberg", 72555, 48.536779, 9.285013,,
Germany,, 367435, "Hansestraße 90, Braunschweig, Niedersachsen", 38112, 52.3088939, 10.5104029,,
Germany,, 367436, "Carl-Friedrich-Benz-Straße 15, Bad Dürrheim, Baden-Württemberg", 78073, 48.031662299, 8.5289171144,,
Germany,, 367437, "Landsberger Straße 90, Gilching, Bayern", 82205, 48.09468148946, 11.283712807637,,
Germany,, 367438, "Sägewerkstraße 15, Freilassing, Bayern", 83395, 47.843062937, 12.966329486,,
Germany,, 367439, "Frederikshavner Straße 91, Bremerhaven, Bremen", 27572, 53.496910487178, 8.622860988688,,
Germany,, 367441, "Dringenberger Straße 91, Bad Driburg, Nordrhein-Westfalen", 33014, 51.720235929, 9.0164569793,,
Germany,, 367442, "Feldhauser Straße 91, Gelsenkirchen, Nordrhein-Westfalen", 45894, 51.586894377233, 7.035500203706,,
Germany,, 367444, "Ulmer Straße 91, Günzburg, Bayern", 89312, 48.453128736089, 10.262754661538,,
Germany,, 367445, "Erlanger Str. 15, Höchstadt an der Aisch, Bayern", 91315, 49.696281903019, 10.813958143854,,
Germany,, 367446, "Karl-Heinz-Klingen-Straße 92, Dinslaken, Nordrhein-Westfalen", 46539, 51.562741208, 6.7513328577,,
Germany,, 367447, "Marktplatz 15, Würzburg, Bayern", 97070, 49.794759745519, 9.931109731243,,
Germany,, 367448, "Gartenstraße 92, Ravensburg, Baden-Württemberg", 88212, 47.792345186, 9.6235030461,,
Germany,, 367449, "Markstraße 16, Berlin, Berlin", 13409, 52.56054753, 13.363689351,,
Germany,, 367450, "Blaubeurer Straße 92, Ulm, Baden-Württemberg", 89077, 48.400738209442, 9.965150433297,,
Germany,, 367451, "Babelsberger Straße 16, Potsdam, Brandenburg", 14473, 52.392190377, 13.066549337,,
Germany,, 367452, "Niederwerrner Str. 93, Schweinfurt, Bayern", 97421, 50.048310439, 10.208759548,,
Germany,, 367453, "Veltener Straße 16, Hennigsdorf, Brandenburg", 16761, 52.652536723, 13.204409625,,
Germany,, 367454, "Poppenbütteler Weg 94, Hamburg, Hamburg", 22339, 53.647965386, 10.058369349,,
Germany,, 367455, "Ammerlandallee 16, Westerstede, Niedersachsen", 26655, 53.252414902827, 7.933415519931,,
Germany,, 367456, "Rheinstraße 94, Krefeld, Nordrhein-Westfalen", 47798, 51.333287495859, 6.564449425706,,
Germany,, 367457, "Altes Feld 16, Auetal, Niedersachsen", 31749, 52.23359708, 9.2473574436,,
Germany,, 367458, "Haller Straße 94, Crailsheim, Baden-Württemberg", 74564, 49.142722983, 10.048052611,,
Germany,, 367459, "Georg-Kramer-Straße 16, Biedenkopf, Hessen", 35216, 50.900861162774, 8.535789018731,,
Germany,, 367460, "Fritz-Zubeil-Straße 95, Potsdam, Brandenburg", 14482, 52.376095473152, 13.111243561824,,
Germany,, 367462, "Luruper Hauptstraße 97, Hamburg, Hamburg", 22547, 53.58778699, 9.8759674115,,
Germany,, 367463, "Europaplatz 16, Siegburg, Nordrhein-Westfalen", 53721, 50.794727464638, 7.203368362281,,
Germany,, 367464, "Brockhauser Weg 97, Lüdenscheid, Nordrhein-Westfalen", 58507, 51.238962275382, 7.607341097645,,
Germany,, 367465, "Max-Eyth-Straße 16, Pfullingen, Baden-Württemberg", 72793, 48.474779618721, 9.22707254413,,
Germany,, 367466, "Mainzer Straße 97, Kaiserslautern, Rheinland-Pfalz", 67657, 49.454108505, 7.7909933132,,
Germany,, 367469, "Stäblistraße 16, München, Bayern", 81477, 48.088263252, 11.504815705,,
Germany,, 367470, "Dießemer Bruch 98, Krefeld, Nordrhein-Westfalen", 47805, 51.328130521, 6.5910374462,,
Germany,, 367471, "Sophian-Kolb-Straße 16, Bayreuth, Bayern", 95448, 49.957376279, 11.602871779,,
Germany,, 367475, "Bamberger Straße 98, Lichtenfels, Bayern", 96215, 50.133796026738, 11.04488253369,,
Germany,, 367476, "Landsberger Chaussee 17, Ahrensfelde, Brandenburg", 16356, 52.548853454, 13.599876392,,
Germany,, 367477, "Geußnitzer Straße 99, Zeitz, Sachsen-Anhalt", 06712, 51.036532, 12.159887,,
Germany,, 367478, "Friedrich-Tietjen-Straße 17, Sulingen, Niedersachsen", 27232, 52.684448383, 8.7835346738,,
Germany,, 367481, "Frankfurter Weg 17, Paderborn, Nordrhein-Westfalen", 33106, 51.70561355, 8.724079849266,,
Germany,, 367482, "Rudower Straße 100, Berlin, Berlin", 12351, 52.43624721, 13.464929363,,
Germany,, 367483, "Stuttgarter Straße 100, Calw, Baden-Württemberg", 75365, 48.708281550965, 8.760500202788,,
Germany,, 367484, "Ruhrstraße 17, Frankenberg (Eder), Hessen", 35066, 51.0601971, 8.7795160467,,
Germany,, 367485, "Ravensburger Straße 100, Wangen im Allgäu, Baden-Württemberg", 88239, 47.698230973781, 9.824472654337,,
Germany,, 367486, "Flughafenstraße 100, Nürnberg, Bayern", 90411, 49.494196, 11.078907,,
Germany,, 367487, "Sigmundstraße 100, Nürnberg, Bayern", 90431, 49.453201385, 11.014976951,,
Germany,, 367488, "Friedrich-Ebert-Damm 101, Hamburg, Hamburg", 22047, 53.587498751992, 10.089497738597,,
Germany,, 367490, "Wormser Straße 101, Bensheim, Hessen", 64625, 49.67248065, 8.597768716373,,
Germany,, 367491, "Afföllerstraße 102, Marburg, Hessen", 35039, 50.83234797, 8.7684953238,,
Germany,, 367493, "Westfalendamm 102, Dortmund, Nordrhein-Westfalen", 44141, 51.503663656, 7.4949270473,,
Germany,, 367494, "Tegernseer Straße 102, Kreuth, Bayern", 83700, 47.685726371, 11.75858663,,
Germany,, 367495, "Braunschweiger Straße 103, Gifhorn, Niedersachsen", 38518, 52.470468111, 10.543670133,,
Germany,, 367496, "Lingener Straße 103, Nordhorn, Niedersachsen", 48531, 52.441272220355, 7.084385563905,,
Germany,, 367497, "Strahlenbergerstraße 103, Offenbach am Main, Hessen", 63067, 50.107280991956, 8.734467274474,,
Germany,, 367498, "Frankfurter Straße 103, Dieburg, Hessen", 64807, 49.908439257, 8.8486704966,,
Germany,, 367499, "Dessauer Straße 104, Köthen (Anhalt), Sachsen-Anhalt", 06366, 51.76485580653, 11.986745173707,,
Germany,, 367500, "Bünder Straße 104, Herford, Nordrhein-Westfalen", 32051, 52.131896218, 8.6655866318,,
Germany,, 367501, "Beckumer Straße 105, Ahlen, Nordrhein-Westfalen", 59229, 51.764903312, 7.9114221036,,
Germany,, 367502, "Wormser Str. 105, Frankenthal, Rheinland-Pfalz", 67227, 49.546140969159, 8.353166352941,,
Germany,, 367503, "Okenstraße 105, Offenburg, Baden-Württemberg", 77652, 48.483793178, 7.9467899396,,
Germany,, 367504, "Burgdorfer Straße 106, Lehrte, Niedersachsen", 31275, 52.38762921804, 9.972844991211,,
Germany,, 367505, "Dülmener Straße 106, Coesfeld, Nordrhein-Westfalen", 48653, 51.928603516273, 7.170241328631,,
Germany,, 367506, "Hamburger Straße 107, Bad Segeberg, Schleswig-Holstein", 23795, 53.9338927, 10.2883473,,
Germany,, 367507, "Bremer Straße 107, Stuhr, Niedersachsen", 28816, 53.029110182, 8.8063228379,,
Germany,, 367508, "Schulenburger Landstraße 107, Hannover, Niedersachsen", 30165, 52.405767569, 9.7104973752,,
Germany,, 367509, "Aachener Straße 108, Eschweiler, Nordrhein-Westfalen", 52249, 50.822990333257, 6.246498259085,,
Germany,, 367512, "Schiffenberger Weg 107, Gießen, Hessen", 35394, 50.572765002609, 8.689337085432,,
Germany,, 367513, "Neue Amberger Straße 109, Grafenwöhr, Bayern", 92655, 49.715818969, 11.91650932,,
Germany,, 367515, "Bahnhofstraße 110, Castrop-Rauxel, Nordrhein-Westfalen", 44575, 51.561394716, 7.3102693694,,
Germany,, 367516, "Wilhelmstraße 110, Betzdorf, Rheinland-Pfalz", 57518, 50.794384196, 7.8631970186,,
Germany,, 367517, "Leipziger Straße 110, Meiningen, Thüringen", 98617, 50.589857848, 10.411339489,,
Germany,, 367518, "Münsterstraße 111, Dülmen, Nordrhein-Westfalen", 48249, 51.83673894, 7.285279819,,
Germany,, 367519, "Durlacher Allee 111, Karlsruhe, Baden-Württemberg", 76137, 49.004204714991, 8.44828616463,,
Germany,, 367520, "Nürnberger Straße 111, Gunzenhausen, Bayern", 91710, 49.128608106537, 10.770817555572,,
Germany,, 367524, "Weierstraße 114, Oberhausen, Nordrhein-Westfalen", 46149, 51.521860499858, 6.831615396346,,
Germany,, 367525, "Dresdner Straße 43, Chemnitz, Sachsen", 09130, 50.846267025617, 12.940019209341,,
Germany,, 367528, "Kölner Straße 117, Altenkirchen (Westerwald), Rheinland-Pfalz", 57610, 50.6894128, 7.6239241,,
Germany,, 367529, "Theodor-Heuss-Ring 118, Kiel, Schleswig-Holstein", 24143, 54.301567722, 10.138886162,,
Germany,, 367530, "Düneberger Straße 119, Geesthacht, Schleswig-Holstein", 21502, 53.433236634, 10.353917385,,
Germany,, 367531, "Schermbecker Landstraße 119, Wesel, Nordrhein-Westfalen", 46485, 51.66225088, 6.6641995826,,
Germany,, 367533, "Clayallee 121, Berlin, Berlin", 14195, 52.459001553, 13.273595831,,
Germany,, 367534, "Adolf-Kempken-Weg 121, Mönchengladbach, Nordrhein-Westfalen", 41189, 51.139921426, 6.4201211602,,
Germany,, 367535, "Weseler Straße 121, Geldern, Nordrhein-Westfalen", 47608, 51.522713747, 6.3461577719,,
Germany,, 367536, "Grevener Damm 121, Emsdetten, Nordrhein-Westfalen", 48282, 52.16375487287, 7.544966919529,,
Germany,, 367538, "Werner Straße 123, Bergkamen, Nordrhein-Westfalen", 59192, 51.617666617, 7.6594802377,,
Germany,, 367539, "Metzer Straße 123, Saarbrücken, Saarland", 66117, 49.208700265673, 6.963085144922,,
Germany,, 367540, "Sieker Landstraße 126, Hamburg, Hamburg", 22143, 53.608306852094, 10.190096088701,,
Germany,, 367541, "Bismarckstraße 133, Leverkusen, Nordrhein-Westfalen", 51373, 51.038442499042, 7.00408372878,,
Germany,, 367542, "Münchener Straße 134, Ingolstadt, Bayern", 85051, 48.739624489329, 11.437440688424,,
Germany,, 367543, "Bühlstraße 135, Fellbach, Baden-Württemberg", 70736, 48.816200428606, 9.282915719073,,
Germany,, 367544, "Kaiserstraße 135, Karlsruhe, Baden-Württemberg", 76133, 49.009403720646, 8.404909598916,,
Germany,, 367545, "Strelitzer Straße 139, Waren (Müritz), Mecklenburg-Vorpommern", 17192, 53.519364698579, 12.71309025244,,
Germany,, 367546, "Kohlenstraße 140, Kassel, Hessen", 34121, 51.308224632, 9.4506947023,,
Germany,, 367547, "Ammersche Landstraße 146, Mühlhausen, Thüringen", 99974, 51.223115067, 10.45287344,,
Germany,, 367550, "Hohenzollernstraße 152, München, Bayern", 80797, 48.161099629685, 11.563214527356,,
Germany,, 367551, "Bürener Straße 153, Geseke, Nordrhein-Westfalen", 59590, 51.598832486977, 8.515478824882,,
Germany,, 367552, "Evinger Straße 154, Dortmund, Nordrhein-Westfalen", 44339, 51.545936893378, 7.4599999141,,
Germany,, 367553, "Ahrensburger Straße 156, Hamburg, Hamburg", 22045, 53.581932757, 10.108523887,,
Germany,, 367555, "Hamburger Str. 159, Ahrensburg, Schleswig-Holstein", 22926, 53.663537396, 10.22125363,,
Germany,, 367557, "Brauckstraße 160, Gelsenkirchen, Nordrhein-Westfalen", 45892, 51.570977755512, 7.102058934766,,
Germany,, 367558, "Koblenzer Straße 160, Mayen, Rheinland-Pfalz", 56727, 50.32715659874, 7.244201315763,,
Germany,, 367560, "Erbschlöer Straße 164, Wuppertal, Nordrhein-Westfalen", 42369, 51.234674741, 7.2127125436,,
Germany,, 367562, "Sprendlinger Landstraße 177, Offenbach am Main, Hessen", 63069, 50.084546343858, 8.744965510309,,
Germany,, 367563, "Ossecker Straße 177, Hof, Bayern", 95030, 50.312414101, 11.880717218,,
Germany,, 367564, "Graflinger Straße 180, Deggendorf, Bayern", 94469, 48.851163523, 12.96043233,,
Germany,, 367565, "Rheinallee 181, Mainz, Rheinland-Pfalz", 55120, 50.02332685708, 8.234685857039,,
Germany,, 367567, "Lorcher Straße 183, Schwäbisch Gmünd, Baden-Württemberg", 73529, 48.78980961521, 9.766147469395,,
Germany,, 367568, "Harburger Straße 184, Stade, Niedersachsen", 21680, 53.582053146759, 9.499697837442,,
Germany,, 367569, "Hasporter Damm 187, Delmenhorst, Niedersachsen", 27755, 53.031775555, 8.6544128439,,
Germany,, 367570, "Varrelheide 188, Hannover, Niedersachsen", 30657, 52.42591754, 9.8262356241,,
Germany,, 367571, "Kölner Straße 189, Leverkusen, Nordrhein-Westfalen", 51379, 51.05589996, 7.0019122208,,
Germany,, 367572, "Heidelberger Straße 191, Darmstadt, Hessen", 64285, 49.8520688, 8.645922998351,,
Germany,, 367573, "Stuttgarter Straße 193, Freudenstadt, Baden-Württemberg", 72250, 48.461912419, 8.4358145796,,
Germany,, 367574, "Donauwörther Straße 193, Augsburg, Bayern", 86154, 48.396945762449, 10.881215911528,,
Germany,, 367575, "Roermonder Straße 194, Herzogenrath, Nordrhein-Westfalen", 52134, 50.835295543971, 6.077681998699,,
Germany,, 367576, "Ittlinger Straße 194, Straubing, Bayern", 94315, 48.88370662, 12.608821256,,
Germany,, 367577, "Wormser Landstraße 196, Speyer, Rheinland-Pfalz", 67346, 49.339214716, 8.4288429551,,
Germany,, 367579, "Kölner Straße 200, Frechen, Nordrhein-Westfalen", 50226, 50.914955471, 6.8324530785,,
Germany,, 367580, "Leipziger Straße 203, Hessisch Lichtenau, Hessen", 37235, 51.198209664502, 9.747480130133,,
Germany,, 367581, "Neusser Straße 204, Jüchen, Nordrhein-Westfalen", 41363, 51.10326, 6.53131,,
Germany,, 367582, "Neusser Straße 204, Köln, Nordrhein-Westfalen", 50733, 50.961114240819, 6.954643983897,,
Germany,, 367583, "Friedrichstraße 207, Berlin, Berlin", 10969, 52.507285013475, 13.390225117691,,
Germany,, 367584, "Leipziger Straße 212, Chemnitz, Sachsen", 09114, 50.857461382, 12.873642648,,
Germany,, 367585, "Freiheitsstraße 213, Viersen, Nordrhein-Westfalen", 41747, 51.252671592, 6.3989716006,,
Germany,, 367586, "Saarbrücker Straße 213, Bous, Saarland", 66359, 49.285595831, 6.7849052452,,
Germany,, 367587, "Hildesheimer Straße 216, Hannover, Niedersachsen", 30519, 52.342986283, 9.7636205265,,
