ID, Name, Date, In Danger, Danger list, long, lat, Area [ha], Category, Countries, Region
885, "Historic Centre of Shakhrisyabz", 2000, 1, Y 2016, 66.83333, 39.05, 240, Cultural, "Uzbekistan", "Asia and the Pacific"
886, "State Historical and Cultural Park “Ancient Merv”", 1999, 0, , 62.1775, 37.70083, 353.24, Cultural, "Turkmenistan", "Asia and the Pacific"
887, "Kuk Early Agricultural Site", 2008, 0, , 144.3317222, -5.783711111, 116, Cultural, "Papua New Guinea", "Asia and the Pacific"
889, "Desembarco del Granma National Park", 1999, 0, , -77.63333, 19.88333, 32576, Natural, "Cuba", "Latin America and the Caribbean"
890, "Historic Centre of the Town of Diamantina", 1999, 0, , -43.59768, -18.244776, 28.5, Cultural, "Brazil", "Latin America and the Caribbean"
892, "Discovery Coast Atlantic Forest Reserves", 1999, 0, , -39.25, -16.5, 111930, Natural, "Brazil", "Latin America and the Caribbean"
893, "Atlantic Forest South-East Reserves", 1999, 0, , -48, -24.16667, 468193, Natural, "Brazil", "Latin America and the Caribbean"
895, "Historic Fortified Town of Campeche", 1999, 0, , -90.53722, 19.84639, 181, Cultural, "Mexico", "Latin America and the Caribbean"
896, "Museumsinsel (Museum Island), Berlin", 1999, 0, , 13.39861111, 52.51972222, 8.6, Cultural, "Germany", "Europe and North America"
897, "Wartburg Castle", 1999, 0, , 10.307, 50.96677778, 0, Cultural, "Germany", "Europe and North America"
898, "High Coast / Kvarken Archipelago", 2000, 0, , 21.3, 63.3, 336900, Natural, "Finland,Sweden", "Europe and North America"
899, "Droogmakerij de Beemster (Beemster Polder)", 1999, 0, , 4.911111111, 52.54888889, 7208, Cultural, "Netherlands (Kingdom of the)", "Europe and North America"
900, "Western Caucasus", 1999, 0, , 40, 44, 298903, Natural, "Russian Federation", "Europe and North America"
901, "Litomyšl Castle", 1999, 0, , 16.31444, 49.87361, 4.25, Cultural, "Czechia", "Europe and North America"
902, "Historic Centre of Sighişoara", 1999, 0, , 24.79222222, 46.21777778, 33, Cultural, "Romania", "Europe and North America"
904, "Wooden Churches of Maramureş", 1999, 0, , 24.05583333, 47.82083333, 0, Cultural, "Romania", "Europe and North America"
905, "Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park", 1999, 0, , 19.676361, 49.86668, 380, Cultural, "Poland", "Europe and North America"
906, "Dacian Fortresses of the Orastie Mountains", 1999, 0, , 23.31194444, 45.62305556, 0, Cultural, "Romania", "Europe and North America"
907, "Villa Adriana (Tivoli)", 1999, 0, , 12.77197222, 41.94416667, 80, Cultural, "Italy", "Europe and North America"
908, "Isole Eolie (Aeolian Islands)", 2000, 0, , 14.94558333, 38.48786111, 1216, Natural, "Italy", "Europe and North America"
910, "Brimstone Hill Fortress National Park", 1999, 0, , -62.83722, 17.34694, 15.37, Cultural, "Saint Kitts and Nevis", "Latin America and the Caribbean"
911, "Mount Wuyi", 1999, 0, , 117.7252778, 27.72638889, 107044, Mixed, "China", "Asia and the Pacific"
912, "Dazu Rock Carvings", 1999, 0, , 105.705, 29.70111, 20.41, Cultural, "China", "Asia and the Pacific"
913, "Shrines and Temples of Nikko", 1999, 0, , 139.6105556, 36.7475, 50.8, Cultural, "Japan", "Asia and the Pacific"
914, "iSimangaliso Wetland Park – Maputo National Park", 1999, 0, , 32.55, -27.83888889, 397471, Natural, "Mozambique,South Africa", "Africa"
915, "Fossil Hominid Sites of South Africa", 1999, 0, , 29.17694, -24.15861, 0, Cultural, "South Africa", "Africa"
916, "Robben Island", 1999, 0, , 18.36666667, -33.8, 475, Cultural, "South Africa", "Africa"
917, "Greater Blue Mountains Area", 2000, 0, , 150, -33.7, 1032649, Natural, "Australia", "Asia and the Pacific"
922, "Rani-ki-Vav (the Queen’s Stepwell) at Patan, Gujarat", 2014, 0, , 72.10166667, 23.85888889, 4.68, Cultural, "India", "Asia and the Pacific"
925, "Rock Shelters of Bhimbetka", 2003, 0, , 77.58333333, 22.92777778, 1893, Cultural, "India", "Asia and the Pacific"
928, "Area de Conservación Guanacaste", 1999, 0, , -85.61666667, 10.85, 147000, Natural, "Costa Rica", "Latin America and the Caribbean"
929, "San Cristóbal de La Laguna", 1999, 0, , -16.31177778, 28.47788889, 60.38, Cultural, "Spain", "Europe and North America"
930, "Palmeral of Elche", 2000, 0, , -0.716666667, 38.26666667, 144, Cultural, "Spain", "Europe and North America"
931, "City of Graz – Historic Centre and Schloss Eggenberg", 1999, 0, , 15.43861111, 47.07305556, 91.094, Cultural, "Austria", "Europe and North America"
932, "Jurisdiction of Saint-Emilion", 1999, 0, , -0.155277778, 44.89472222, 7847, Cultural, "France", "Europe and North America"
933, "The Loire Valley between Sully-sur-Loire and Chalonnes", 2000, 0, , 0.70278, 47.39889, 86021, Cultural, "France", "Europe and North America"
934, "Laurisilva of Madeira", 1999, 0, , -17, 32.76666667, 15000, Natural, "Portugal", "Europe and North America"
936, "Cueva de las Manos, Río Pinturas", 1999, 0, , -70.66666667, -47.15, 600, Cultural, "Argentina", "Latin America and the Caribbean"
937, "Península Valdés", 1999, 0, , -64, -42.5, 360000, Natural, "Argentina", "Latin America and the Caribbean"
938, "Sukur Cultural Landscape", 1999, 0, , 13.57194, 10.74056, 764.4, Cultural, "Nigeria", "Africa"
939, "Archaeological Monuments Zone of Xochicalco", 1999, 0, , -99.29639, 18.803972, 707.65, Cultural, "Mexico", "Latin America and the Caribbean"
940, "Historic Inner City of Paramaribo", 2002, 0, , -55.15, 5.82611, 30, Cultural, "Suriname", "Latin America and the Caribbean"
941, "Archaeological Sites of Mycenae and Tiryns", 1999, 0, , 22.75, 37.73333333, 0, Cultural, "Greece", "Europe and North America"
942, "The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos", 1999, 0, , 26.55, 37.3, 0, Cultural, "Greece", "Europe and North America"
943, "Belfries of Belgium and France", 1999, 0, , 3.23139, 50.17444, 0, Cultural, "Belgium,France", "Europe and North America"
944, "Mountain Railways of India", 1999, 0, , 76.93583, 11.51028, 88.99, Cultural, "India", "Asia and the Pacific"
945, "Chhatrapati Shivaji Terminus (formerly Victoria Terminus)", 2004, 0, , 72.83620278, 18.94012222, 2.85, Cultural, "India", "Asia and the Pacific"
946, "Old Bridge Area of the Old City of Mostar", 2005, 0, , 17.815, 43.33730556, 7.6, Cultural, "Bosnia and Herzegovina", "Europe and North America"
948, "Hoi An Ancient Town", 1999, 0, , 108.3333333, 15.88333333, 30, Cultural, "Viet Nam", "Asia and the Pacific"
949, "My Son Sanctuary", 1999, 0, , 108.109169, 15.773843, 142, Cultural, "Viet Nam", "Asia and the Pacific"
950, "Royal Hill of Ambohimanga", 2001, 0, , 47.56278, -18.75917, 59, Cultural, "Madagascar", "Africa"
951, "Phong Nha-Ke Bang National Park and Hin Nam No National Park", 2003, 0, , 105.9052778, 17.42755556, 217447, Natural, "Lao People's Democratic Republic,Viet Nam", "Asia and the Pacific"
954, "Saint Catherine Area", 2002, 0, , 33.97543, 28.55623, 60100, Cultural, "Egypt", "Arab States"
955, "Lorentz National Park", 1999, 0, , 137.83333, -4.75, 2350000, Natural, "Indonesia", "Asia and the Pacific"
956, "Island of Saint-Louis", 2000, 0, , -16.50444, 16.02778, 0, Cultural, "Senegal", "Africa"
958, "Walled City of Baku with the Shirvanshah's Palace and Maiden Tower", 2000, 0, P 2003-2009, 49.83333333, 40.36666667, 21.5, Cultural, "Azerbaijan", "Europe and North America"
959, "Historic Quarter of the Seaport City of Valparaíso", 2003, 0, , -71.628, -33.04063889, 23.2, Cultural, "Chile", "Latin America and the Caribbean"
960, "Monastery of Geghard and the Upper Azat Valley", 2000, 0, , 44.818525, 40.140439, 2.7, Cultural, "Armenia", "Europe and North America"
963, "The Cathedral of St James in Šibenik", 2000, 0, , 15.89038, 43.73629, 0.1, Cultural, "Croatia", "Europe and North America"
965, "Rietveld Schröderhuis (Rietveld Schröder House)", 2000, 0, , 5.147555556, 52.08533333, 0.0075, Cultural, "Netherlands (Kingdom of the)", "Europe and North America"
966, "Ischigualasto / Talampaya Natural Parks", 2000, 0, , -68, -30, 275369, Natural, "Argentina", "Latin America and the Caribbean"
967, "Noel Kempff Mercado National Park", 2000, 0, , -60.86667, -14.26667, 1523446, Natural, "Bolivia (Plurinational State of)", "Latin America and the Caribbean"
968, "Agricultural Landscape of Southern Öland", 2000, 0, , 16.48333, 56.325, 56323, Cultural, "Sweden", "Europe and North America"
970, "Wachau Cultural Landscape", 2000, 0, , 15.43416667, 48.36444444, 18462, Cultural, "Austria", "Europe and North America"
971, "Churches of Chiloé", 2000, 0, , -73.76666667, -42.5, 13.8977, Cultural, "Chile", "Latin America and the Caribbean"
972, "Gusuku Sites and Related Properties of the Kingdom of Ryukyu", 2000, 0, , 127.6827778, 26.20861111, 54.9, Cultural, "Japan", "Asia and the Pacific"
973, "Bardejov Town Conservation Reserve", 2000, 0, , 21.27555556, 49.29277778, 23.6, Cultural, "Slovakia", "Europe and North America"
974, "Monastic Island of Reichenau", 2000, 0, , 9.061305556, 47.69872222, 0, Cultural, "Germany", "Europe and North America"
975, "Zollverein Coal Mine Industrial Complex in Essen", 2001, 0, , 7.046111111, 51.49138889, 0, Cultural, "Germany", "Europe and North America"
976, "Gyeongju Historic Areas", 2000, 0, , 129.22667, 35.78889, 2880, Cultural, "Republic of Korea", "Asia and the Pacific"
977, "Gochang, Hwasun and Ganghwa Dolmen Sites", 2000, 0, , 126.92917, 34.96667, 51.65, Cultural, "Republic of Korea", "Asia and the Pacific"
978, "Old Town of Corfu", 2007, 0, , 19.9275, 39.62394139, 70, Cultural, "Greece", "Europe and North America"
980, "Historic and Architectural Complex of the Kazan Kremlin", 2000, 0, , 49.10646024, 55.79945266, 13.45, Cultural, "Russian Federation", "Europe and North America"
981, "Bolgar Historical and Archaeological Complex", 2014, 0, , 49.05638889, 54.97888889, 424, Cultural, "Russian Federation", "Europe and North America"
982, "Ensemble of the Ferapontov Monastery", 2000, 0, , 38.56666667, 59.95, 2.1, Cultural, "Russian Federation", "Europe and North America"
983, "Historic Town of St George and Related Fortifications, Bermuda", 2000, 0, , -64.67777778, 32.37944444, 257.5, Cultural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
984, "Blaenavon Industrial Landscape", 2000, 0, , -3.088055556, 51.77638889, 3290, Cultural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
985, "Maloti-Drakensberg Park", 2000, 0, , 29.12305556, -29.76527778, 249313, Mixed, "Lesotho,South Africa", "Africa"
986, "Ciudad Universitaria de Caracas", 2000, 0, , -66.89068, 10.49073, 164.203, Cultural, "Venezuela (Bolivarian Republic of)", "Latin America and the Caribbean"
987, "Roman Walls of Lugo", 2000, 0, , -7.553069941, 43.01064079, 1.68, Cultural, "Spain", "Europe and North America"
988, "Catalan Romanesque Churches of the Vall de Boí", 2000, 0, , 0.803611111, 42.50472222, 7.98, Cultural, "Spain", "Europe and North America"
989, "Archaeological Site of Atapuerca", 2000, 0, , -3.515277778, 42.34972222, 284.119, Cultural, "Spain", "Europe and North America"
990, "Assisi, the Basilica of San Francesco and Other Franciscan Sites", 2000, 0, , 12.62244444, 43.06616667, 14563.25, Cultural, "Italy", "Europe and North America"
993, "Historic Centre of the Town of Goiás", 2001, 0, , -50.140164, -15.934231, 40.3, Cultural, "Brazil", "Latin America and the Caribbean"
994, "Curonian Spit", 2000, 0, , 20.96239, 55.27458, 33021, Cultural, "Lithuania,Russian Federation", "Europe and North America"
995, "Jesuit Block and Estancias of Córdoba", 2000, 0, , -64.19111, -31.42056, 38.12, Cultural, "Argentina", "Latin America and the Caribbean"
996, "Historic Centre of Brugge", 2000, 0, , 3.22527, 51.20891, 410, Cultural, "Belgium", "Europe and North America"
998, "Central Amazon Conservation Complex", 2000, 0, , -62.00833333, -2.333333333, 5232018, Natural, "Brazil", "Latin America and the Caribbean"
999, "Pantanal Conservation Area", 2000, 0, , -57.359, -17.656, 187818, Natural, "Brazil", "Latin America and the Caribbean"
1000, "Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves", 2001, 0, , -32.42511111, -3.857944444, 43270, Natural, "Brazil", "Latin America and the Caribbean"
1001, "Mount Qingcheng and the Dujiangyan Irrigation System", 2000, 0, , 103.60528, 31.00167, 0, Cultural, "China", "Asia and the Pacific"
1002, "Ancient Villages in Southern Anhui – Xidi and Hongcun", 2000, 0, , 117.9875, 29.90444444, 52, Cultural, "China", "Asia and the Pacific"
1003, "Longmen Grottoes", 2000, 0, , 112.4666667, 34.46666667, 331, Cultural, "China", "Asia and the Pacific"
1004, "Imperial Tombs of the Ming and Qing Dynasties", 2000, 0, , 124.7938889, 41.70722222, 3434.9399, Cultural, "China", "Asia and the Pacific"
1005, "Major Town Houses of the Architect Victor Horta (Brussels)", 2000, 0, , 4.36223, 50.82806, 0, Cultural, "Belgium", "Europe and North America"
1006, "Neolithic Flint Mines at Spiennes (Mons)", 2000, 0, , 3.982268911, 50.42011348, 172, Cultural, "Belgium", "Europe and North America"
1007, "Cape Floral Region Protected Areas", 2004, 0, , 18.47503218, -34.35580512, 1094742, Natural, "South Africa", "Africa"
1008, "Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba", 2000, 0, , -75.39138889, 20.03, 81475, Cultural, "Cuba", "Latin America and the Caribbean"
1009, "Notre-Dame Cathedral in Tournai", 2000, 0, , 3.38926, 50.60603, 0.4963, Cultural, "Belgium", "Europe and North America"
1010, "Land of Frankincense", 2000, 0, , 53.64759, 18.25333, 849.88, Cultural, "Oman", "Arab States"
1011, "Cathedral and Churches of Echmiatsin and the Archaeological Site of Zvartnots", 2000, 0, , 44.29514, 40.15931, 74.3, Cultural, "Armenia", "Europe and North America"
1012, "Kinabalu Park", 2000, 0, , 116.5, 6.25, 75370, Natural, "Malaysia", "Asia and the Pacific"
1013, "Gunung Mulu National Park", 2000, 0, , 114.91667, 4.13333, 52864, Natural, "Malaysia", "Asia and the Pacific"
1014, "The Archaeological Heritage of Niah National Park’s Caves Complex", 2024, 0, , 113.7807667, 3.804291667, 3609, Cultural, "Malaysia", "Asia and the Pacific"
1016, "Historical Centre of the City of Arequipa", 2000, 0, , -71.536777, -16.398353, 166.52, Cultural, "Peru", "Latin America and the Caribbean"
1017, "Central Suriname Nature Reserve", 2000, 0, , -56.5, 4, 1600000, Natural, "Suriname", "Latin America and the Caribbean"
1018, "Ephesus", 2015, 0, , 27.35944444, 37.92916667, 662.62, Cultural, "Türkiye", "Europe and North America"
1021, "Tsodilo", 2001, 0, , 21.73333333, -18.75, 4800, Cultural, "Botswana", "Africa"
1022, "Tombs of Buganda Kings at Kasubi", 2001, 0, P 2010-2023, 32.55138889, 0.348611111, 26.8, Cultural, "Uganda", "Africa"
1023, "Natural System of Wrangel Island Reserve", 2004, 0, , -179.7152778, 71.18888889, 1916300, Natural, "Russian Federation", "Europe and North America"
1024, "Late Baroque Towns of the Val di Noto (South-Eastern Sicily)", 2002, 0, , 15.06891667, 36.89319444, 112.79, Cultural, "Italy", "Europe and North America"
1025, "Villa d'Este, Tivoli", 2001, 0, , 12.79625, 41.96391667, 4.5, Cultural, "Italy", "Europe and North America"
1026, "Val d'Orcia", 2004, 0, , 11.55, 43.06666667, 61187.9609, Cultural, "Italy", "Europe and North America"
1027, "Mining Area of the Great Copper Mountain in Falun", 2001, 0, , 15.63083, 60.60472, 42.82, Cultural, "Sweden", "Europe and North America"
1028, "Saltaire", 2001, 0, , -1.788333333, 53.83916667, 20, Cultural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
1029, "Dorset and East Devon Coast", 2001, 0, , -2.989888889, 50.70555556, 2550, Natural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
1030, "Derwent Valley Mills", 2001, 0, , -1.488055556, 53.02888889, 1228.7, Cultural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
1031, "Historic Centre of Guimarães and Couros Zone", 2001, 0, , -8.292777778, 41.443, 38.2, Cultural, "Portugal", "Europe and North America"
1033, "Historic Centre of Vienna", 2001, 1, Y 2017, 16.3699, 48.2094, 371, Cultural, "Austria", "Europe and North America"
1035, "Cerrado Protected Areas: Chapada dos Veadeiros and Emas National Parks", 2001, 0, , -47.68461111, -14.00569444, 381430, Natural, "Brazil", "Latin America and the Caribbean"
1037, "Swiss Alps Jungfrau-Aletsch", 2001, 0, , 8.033333333, 46.5, 82400, Natural, "Switzerland", "Europe and North America"
1039, "Yungang Grottoes", 2001, 0, , 113.12222, 40.10972, 348.75, Cultural, "China", "Asia and the Pacific"
1040, "Masada", 2001, 0, , 35.35361111, 31.31555556, 276, Cultural, "Israel", "Europe and North America"
1042, "Old City of Acre", 2001, 0, , 35.06888889, 32.92166667, 63.3, Cultural, "Israel", "Europe and North America"
1044, "Aranjuez Cultural Landscape", 2001, 0, , -3.60934, 40.03645, 2047.5601, Cultural, "Spain", "Europe and North America"
1046, "Alto Douro Wine Region", 2001, 0, , -7.798888889, 41.10166667, 24600, Cultural, "Portugal", "Europe and North America"
1052, "Tugendhat Villa in Brno", 2001, 0, , 16.61605556, 49.20718333, 0.73, Cultural, "Czechia", "Europe and North America"
1053, "Wooden Churches of Southern Małopolska", 2003, 0, , 21.23333333, 49.75, 8.26, Cultural, "Poland", "Europe and North America"
1054, "Churches of Peace in Jawor and Świdnica", 2001, 0, , 16.19594444, 51.05427778, 0.23, Cultural, "Poland", "Europe and North America"
1055, "Lamu Old Town", 2001, 0, , 40.8525, -2.284444444, 15.6, Cultural, "Kenya", "Africa"
1056, "Mahabodhi Temple Complex at Bodh Gaya", 2002, 0, , 84.99389, 24.69528, 4.86, Cultural, "India", "Asia and the Pacific"
1058, "Portuguese City of Mazagan (El Jadida)", 2004, 0, , -8.50194, 33.25667, 7.5, Cultural, "Morocco", "Arab States"
1060, "Kenya Lake System in the Great Rift Valley", 2011, 0, , 36.24, -0.4425, 32034, Natural, "Kenya", "Africa"
1061, "Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche", 2002, 0, , -89.73728333, 18.05302778, 331397, Mixed, "Mexico", "Latin America and the Caribbean"
1063, "Tokaj Wine Region Historic Cultural Landscape", 2002, 0, , 21.35, 48.15, 13255, Cultural, "Hungary", "Europe and North America"
1066, "Upper Middle Rhine Valley", 2002, 0, , 7.694166667, 50.17361111, 27250, Cultural, "Germany", "Europe and North America"
1067, "Historic Centres of Stralsund and Wismar", 2002, 0, , 13.08527778, 54.3025, 168, Cultural, "Germany", "Europe and North America"
1068, "<I>Sacri Monti</I> of Piedmont and Lombardy", 2003, 0, , 9.169555556, 45.97455556, 90.5, Cultural, "Italy", "Europe and North America"
1070, "Citadel, Ancient City and Fortress Buildings of Derbent", 2003, 0, , 48.28277778, 42.05583333, 37.658, Cultural, "Russian Federation", "Europe and North America"
1073, "Gebel Barkal and the Sites of the Napatan Region", 2003, 0, , 31.82802778, 18.537, 182.5, Cultural, "Sudan", "Arab States"
1076, "Gobustan Rock Art Cultural Landscape", 2007, 0, , 49.375, 40.125, 537.22, Cultural, "Azerbaijan", "Europe and North America"
1077, "Takht-e Soleyman", 2003, 0, , 47.235, 36.60388889, 10, Cultural, "Iran (Islamic Republic of)", "Asia and the Pacific"
1078, "Jewish Quarter and St Procopius' Basilica in Třebíč", 2003, 0, , 15.87888889, 49.21722222, 6.55, Cultural, "Czechia", "Europe and North America"
1079, "Franciscan Missions in the Sierra Gorda of Querétaro", 2003, 0, , -99.46411111, 21.20438889, 103.7, Cultural, "Mexico", "Latin America and the Caribbean"
1081, "Orkhon Valley Cultural Landscape", 2004, 0, , 102.678482, 47.479214, 121967, Cultural, "Mongolia", "Asia and the Pacific"
1083, "Three Parallel Rivers of Yunnan Protected Areas", 2003, 0, , 98.40638889, 27.895, , Natural, "China", "Asia and the Pacific"
1084, "Royal Botanic Gardens, Kew", 2003, 0, , -0.294027778, 51.48194444, 132, Cultural, "United Kingdom of Great Britain and Northern Ireland", "Europe and North America"
1087, "Town Hall and Roland on the Marketplace of Bremen", 2004, 0, , 8.807472222, 53.07597222, 0.287, Cultural, "Germany", "Europe and North America"
1090, "Monte San Giorgio", 2003, 0, , 8.913888889, 45.88888889, 1089.34, Natural, "Italy,Switzerland", "Europe and North America"
1091, "Complex of Koguryo Tombs", 2004, 0, , 125.415, 38.86305556, 234.73, Cultural, "Democratic People's Republic of Korea", "Asia and the Pacific"
1093, "Um er-Rasas (Kastrom Mefa'a)", 2004, 0, , 35.92056, 31.50167, 23.928, Cultural, "Jordan", "Arab States"
1094, "Purnululu National Park", 2003, 0, , 128.5, -17.5, 239723, Natural, "Australia", "Asia and the Pacific"
1096, "White City of Tel-Aviv – the Modern Movement", 2003, 0, , 34.77416667, 32.07777778, 140.4, Cultural, "Israel", "Europe and North America"
1097, "Ensemble of the Novodevichy Convent", 2004, 0, , 37.55508333, 55.72611111, 5.18, Cultural, "Russian Federation", "Europe and North America"
1099, "Mapungubwe Cultural Landscape", 2003, 0, , 29.23889, -22.1925, 28168.6602, Cultural, "South Africa", "Africa"
1100, "Rio de Janeiro: Carioca Landscapes between the Mountain and the Sea", 2012, 0, , -43.29138889, -22.94777778, 7248.78, Cultural, "Brazil", "Latin America and the Caribbean"
1101, "Champaner-Pavagadh Archaeological Park", 2004, 0, , 73.53333333, 22.48333333, 1328.89, Cultural, "India", "Asia and the Pacific"
1102, "Saryarka – Steppe and Lakes of Northern Kazakhstan", 2008, 0, , 69.18888889, 50.43333333, 450344, Natural, "Kazakhstan", "Asia and the Pacific"
1103, "Mausoleum of Khoja Ahmed Yasawi", 2003, 0, , 68.27105556, 43.29769444, 0.55, Cultural, "Kazakhstan", "Asia and the Pacific"
1106, "Pasargadae", 2004, 0, , 53.16729, 30.19383, 159.65, Cultural, "Iran (Islamic Republic of)", "Asia and the Pacific"
1107, "Incense Route - Desert Cities in the Negev", 2005, 0, , 35.00916667, 30.57388889, 6655, Cultural, "Israel", "Europe and North America"
1108, "Biblical Tels - Megiddo, Hazor, Beer Sheba", 2005, 0, , 35.18222, 32.59722, 96.04, Cultural, "Israel", "Europe and North America"
1110, "Historic Centre of Macao", 2005, 0, , 113.5364611, 22.19129194, 16.1678, Cultural, "China", "Asia and the Pacific"
1111, "Cultural Landscape of Honghe Hani Rice Terraces", 2013, 0, , 102.7799806, 23.09327778, 16603.22, Cultural, "China", "Asia and the Pacific"
1112, "Kaiping Diaolou and Villages", 2007, 0, , 112.5658611, 22.28551944, 371.948, Cultural, "China", "Asia and the Pacific"
1113, "Fujian <em>Tulou</em>", 2008, 0, , 117.6858333, 25.02305556, 152.65, Cultural, "China", "Asia and the Pacific"
1114, "Yin Xu", 2006, 0, , 114.3138889, 36.12666667, 414, Cultural, "China", "Asia and the Pacific"
1115, "Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems", 2008, 0, , 164.5663889, -20.41194444, 1574300, Natural, "France", "Europe and North America"
1116, "Quebrada de Humahuaca", 2003, 0, , -65.34886111, -23.19986111, 172116.4375, Cultural, "Argentina", "Latin America and the Caribbean"
1117, "Landscape of the Pico Island Vineyard Culture", 2004, 0, , -28.54116667, 38.51344444, 987, Cultural, "Portugal", "Europe and North America"
1118, "Osun-Osogbo Sacred Grove", 2005, 0, , 4.55222, 7.75556, 75, Cultural, "Nigeria", "Africa"
1121, "Coffee Cultural Landscape of Colombia", 2011, 0, , -75.773082, 4.889476, 141120, Cultural, "Colombia", "Latin America and the Caribbean"
1127, "Muskauer Park / Park Mużakowski", 2004, 0, , 14.729389, 51.547653, 352.14, Cultural, "Germany,Poland", "Europe and North America"
1130, "Ashur (Qal'at Sherqat)", 2003, 1, Y 2003, 43.26111111, 35.45666667, 70, Cultural, "Iraq", "Arab States"
1131, "Royal Exhibition Building and Carlton Gardens", 2004, 0, , 144.9702778, -37.80611111, 26, Cultural, "Australia", "Asia and the Pacific"
1133, "Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe", 2007, 0, , 22.18333333, 48.9, 99947.81, Natural, "Albania,Austria,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Czechia,France,Germany,Italy,North Macedonia,Poland,Romania,Slovakia,Slovenia,Spain,Switzerland,Ukraine", "Europe and North America"
1134, "Grimeton Radio Station, Varberg", 2004, 0, , 12.38333333, 57.1, 109.09, Cultural, "Sweden", "Europe and North America"
1135, "Capital Cities and Tombs of the Ancient Koguryo Kingdom", 2004, 0, , 126.1872222, 41.15694444, 4164.8599, Cultural, "China", "Asia and the Pacific"
1136, "Luis Barragán House and Studio", 2004, 0, , -99.19235334, 19.41119788, 0.1161, Cultural, "Mexico", "Latin America and the Caribbean"
1137, "Kernavė Archaeological Site (Cultural Reserve of Kernavė)", 2004, 0, , 24.853, 54.879, 194.4, Cultural, "Lithuania", "Europe and North America"
1138, "Coiba National Park and its Special Zone of Marine Protection", 2005, 0, , -81.766, 7.433, 270125, Natural, "Panama", "Latin America and the Caribbean"
1139, "Tomb of Askia", 2004, 1, Y 2012, -0.04456, 16.2898, 4.24, Cultural, "Mali", "Africa"
1140, "Koutammakou, the Land of the Batammariba", 2004, 0, , 1.100222222, 10.14808333, 271826, Cultural, "Benin,Togo", "Africa"
1141, "Proto-urban Site of Sarazm", 2010, 0, , 67.45872222, 39.50788889, 15.93, Cultural, "Tajikistan", "Asia and the Pacific"
1142, "Sacred Sites and Pilgrimage Routes in the Kii Mountain Range", 2004, 0, , 135.7763889, 33.83694444, 506.4, Cultural, "Japan", "Asia and the Pacific"
1143, "Vegaøyan – The Vega Archipelago", 2004, 0, , 11.75, 65.61667, 107294, Cultural, "Norway", "Europe and North America"
1145, "Petroglyphs of the Archaeological Landscape of Tanbaly", 2004, 0, , 75.535, 43.80333333, 900, Cultural, "Kazakhstan", "Asia and the Pacific"
1147, "Ecosystem and Relict Cultural Landscape of Lopé-Okanda", 2007, 0, , 11.5, -0.5, 511991, Mixed, "Gabon", "Africa"
1149, "Ilulissat Icefjord", 2004, 0, , -49.5, 69.13333333, 399800, Natural, "Denmark", "Europe and North America"
1152, "Þingvellir National Park", 2004, 0, , -21.03725, 64.25380556, 9270, Cultural, "Iceland", "Europe and North America"
1153, "The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape", 2011, 0, , 3.473055556, 44.22027778, 302319, Cultural, "France", "Europe and North America"
1155, "Old town of Regensburg with Stadtamhof", 2006, 0, , 12.09916667, 49.02055556, 182.8, Cultural, "Germany", "Europe and North America"
1158, "Etruscan Necropolises of Cerveteri and Tarquinia", 2004, 0, , 12.10188889, 42.00683333, 326.93, Cultural, "Italy", "Europe and North America"
1160, "Madriu-Perafita-Claror Valley", 2004, 0, , 1.595555556, 42.49472222, 4247, Cultural, "Andorra", "Europe and North America"
1161, "Pitons Management Area", 2004, 0, , -61.07036111, 13.80708333, 2909, Natural, "Saint Lucia", "Latin America and the Caribbean"
1162, "Vredefort Dome", 2005, 0, , 27.26, -26.86, 30000, Natural, "South Africa", "Africa"
1165, "Centennial Hall in Wrocław", 2006, 0, , 17.07701389, 51.10694722, 36.69, Cultural, "Poland", "Europe and North America"
1167, "Tropical Rainforest Heritage of Sumatra", 2004, 1, Y 2011, 101.5, -2.5, 2595124, Natural, "Indonesia", "Asia and the Pacific"
1170, "Historical Centre of the City of Yaroslavl", 2005, 0, , 39.87611, 57.65278, 110, Cultural, "Russian Federation", "Europe and North America"
1174, "Chiribiquete National Park – “The Maloca of the Jaguar”", 2018, 0, , -72.79722222, 0.525277778, 2782354, Mixed, "Colombia", "Latin America and the Caribbean"
1178, "Humberstone and Santa Laura Saltpeter Works", 2005, 0, P 2005-2019, -69.79406, -20.20582, 573.48, Cultural, "Chile", "Latin America and the Caribbean"
