Ilyushin Il-114-100 Medium to long range passenger, civil aircraft, 
Ilyushin MC-21, civil aircraft, 
Ilyushin Il-MTC, civil aircraft, 
IPTN N-250 64/68 seat turboprop regional airliner, civil aircraft, 
Israel IAI-1125 Astra/Gulfstream G100 Small to mid size corporate jet, civil aircraft, 
Israel IAI-1126 Galaxy/Gulfstream G200 Super mid size corporate transport, civil aircraft, 
Junkers Ju 52, civil aircraft, 
Kamov Ka-226 Medium size utility helicopter, civil aircraft, 
Kaman K-1200 K-Max Aerial crane and utility helicopter, civil aircraft, 
Kamov Ka-26 & Ka-226 Light twin engine utility and training helicopter, civil aircraft, 
Kamov Ka-32 Medium size utility helicopter, civil aircraft, 
Kamov Ka-50 Attack helicopter, civil aircraft, 
Kamov Ka-52 Attack helicopter, civil aircraft, 
Kestrel K250 Four to six place light aircraft, civil aircraft, 
Lake LA4, Buccaneer & Renegade Four/six place amphibious light aircraft, civil aircraft, 
Lancair LC-40 Columbia 300/350/400 High performance four seat light aircraft, civil aircraft, 
Lear Jet 23, 24, 25, 28 & 29 Light corporate jets, civil aircraft, 
Learjet 35, 36 and Learjet 31 Light corporate jets, civil aircraft, 
Let L-40 MetaSokol Three/four seat light aircraft, civil aircraft, 
Let L-410 & L-420 19 seat turboprop regional airliners, civil aircraft, 
Let L-610 40 seat turboprop regional airliners, civil aircraft, 
Let L-200 Morava Four/five seat light twin, civil aircraft, 
Lockheed C-130 Hercules Medium range freighter, civil aircraft, 
Lockheed JetStar Large size corporate jet, civil aircraft, 
Lockheed L-100 Hercules Medium range freighter, civil aircraft, 
Lockheed Constellation Long range piston engine airliner, civil aircraft, 
Lockheed L-1011 TriStar 1/50/100/150/200/250 Medium to long range widebody airliner, civil aircraft, 
Lockheed L-1011 TriStar 500 Long range widebody airliner, civil aircraft, 
Lockheed L-188 Electra Turboprop airliner and freighter, civil aircraft, 
Luscombe Model 8 Silvaire Two seat light aircraft, civil aircraft, 
Luscombe Spartan Four seat light aircraft, civil aircraft, 
MA60 Turboprop regional aircraft, from China, civil aircraft, 
Martin 2-0-2 35- to 43-seat twin piston engined regional airliner, civil aircraft, 
Martin 4-0-4 40-seat twin piston engined regional airliner, civil aircraft, 
Maule M-4 to M-7 4-5 seat STOL capable light aircraft, civil aircraft, 
McDonnell Douglas DC-10 & Boeing MD-10 Medium to long range widebody airliner, civil aircraft, 
McDonnell Douglas DC-9-10/20/30 Short range airliners, civil aircraft, 
McDonnell Douglas DC-9-40/50 Short to medium range airliners, civil aircraft, 
McDonnell Douglas MD-11 Long range widebody airliner, civil aircraft, 
McDonnell Douglas MD-81/82/83/88 Short to medium range airliner, civil aircraft, 
McDonnell Douglas MD-87 Short to medium range airliner, civil aircraft, 
McDonnell Douglas MD-90 Short to medium range airliner, civil aircraft, 
MDM-1 Fox Two-seat aerobatic glider, civil aircraft, 
Mil Mi-8/17 Medium lift utility helicopters, civil aircraft, 
Mil Mi-26 Ultra heavy lift utility helicopter, civil aircraft, 
Mil Mi-34 Two/four place light helicopter, civil aircraft, 
Millicer M10 AirTourer Two seat aerobatic capable light aircraft, civil aircraft, 
Mitsubishi MU-2 Twin turboprop utility transport, civil aircraft, 
Mooney M-20 to M-20G Four seat high performance light aircraft, civil aircraft, 
Mooney M-20J to M-20S High performance four seat light aircraft, civil aircraft, 
Mudry CAP10B (aka CAP-10) Two-seat side-by-side aerobatic trainer/competitor, civil aircraft, 
NAL Saras Regional turboprop airliner (India) built by Hindustan aeronautics and NAL, civil aircraft, 
NAMC YS-11 Twin turboprop regional airliner, civil aircraft, 
Noorduyn Norseman 10 place utility transport, civil aircraft, 
North American Rockwell 100 Darter/Lark Commander Four seat light aircraft, civil aircraft, 
North American/Ryan Navion High performance four/five seat light aircraft, civil aircraft, 
Omega AircraftNew all metal Microlight LSA VLA Two Seater Low wing, civil aircraft, 
Pacific Aerospace CT-4 Airtrainer Two/three seat basic trainer, civil aircraft, 
Pacific Aerospace Fletcher FU-24 Agricultural aircraft, civil aircraft, 
Pacific Aerospace Cresco Agricultural & Utility Aircraft, civil aircraft, 
Pacific Aerospace 750XL Utility Aircraft, civil aircraft, 
Partenavia P.68 Six/seven place light twin, civil aircraft, 
Piaggio P-166 Commuter airliner and utility transport, civil aircraft, 
Piaggio P.180 Avanti Twin turboprop executive transport, civil aircraft, 
Pilatus PC-12 Utility, regional airliner and corporate turboprop, civil aircraft, 
Pilatus PC-6 Porter & Turbo Porter STOL utility transport, civil aircraft, 
Piper Aerostar Six seat high performance light twin, civil aircraft, 
Piper Cub Two seat light aircraft, civil aircraft, 
Piper PA-18 Super Cub Two seat utility light aircraft, civil aircraft, 
Piper PA-20 Pacer & PA-22 Tri-Pacer, Caribbean & Colt Two and four seat light aircraft, civil aircraft, 
Piper PA-23 Apache & Aztec Four seat light twins, civil aircraft, 
Piper PA-24 Comanche Four seat high performance light aircraft, civil aircraft, 
Piper PA-25 Pawnee Agricultural aircraft, civil aircraft, 
Piper PA-28 Cherokee Series Two and four seat light aircraft, civil aircraft, 
Piper PA-28R Cherokee Arrow Four seat light aircraft, civil aircraft, 
Piper PA-30/39 Twin Comanche Six seat light twin, civil aircraft, 
Piper PA-31 Chieftain/Mojave/T-1020/T-1040 Eight/ten seat corporate transport and commuter airliner, civil aircraft, 
Piper PA-31 Navajo/Pressurized Navajo Six/eight seat corporate transport and commuter airliner, civil aircraft, 
Piper PA-31T Cheyenne Twin turboprop corporate transports, civil aircraft, 
Piper PA-32 Cherokee Six, Lance & Saratoga. Six seat high performance light aircraft, civil aircraft, 
Piper PA-34 Seneca Six place light twin, civil aircraft, 
Piper PA-36 Pawnee Brave Agricultural aircraft, civil aircraft, 
Piper PA-38 Tomahawk Two seat light aircraft and basic trainer, civil aircraft, 
Piper PA-42 Cheyenne III, IIIA & 400LS Twin turboprop corporate transports, civil aircraft, 
Piper PA-44 Seminole Four seat light twin, civil aircraft, 
Piper PA-46 Malibu & Malibu Mirage. Six seat high performance light aircraft, civil aircraft, 
Piper PA-46 Malibu Meridian Six seat corporate turboprop, civil aircraft, 
PZL-Mielec M-18 Dromader Ag spraying and firefighter aircraft, civil aircraft, 
PZL Mielec M-20 Mewa License-built Piper PA-34 Seneca, civil aircraft, 
PZL Mielec M-28 Skytruck Light utility aircraft, civil aircraft, 
PZL Swidnik (Mil) Mi-2 Light twin turboshaft utility helicopter, civil aircraft, 
PZL Swidnik Kania Light twin turboshaft utility helicopter, civil aircraft, 
PZL Swidnik W-3 Sokól Mid size twin engine utility helicopter, civil aircraft, 
PZL Swidnik SW-4 Puszczyk Light utility helicopter, civil aircraft, 
PZL Warszawa-Okecie PZL-104 Wilga Four seat light utility aircraft, civil aircraft, 
PZL Warszawa-Okecie PZL-110/111 Koliber Four seat light aircraft, civil aircraft, 
Raytheon 390 Premier I Light corporate jet, civil aircraft, 
Beechcraft 1900 Regional airliner and corporate transport, civil aircraft, 
Raytheon Beechcraft Baron Four or six place business, utility & advanced pilot training twin, civil aircraft, 
Raytheon Beechcraft Bonanza Four to six seat high performance light aircraft, civil aircraft, 
Raytheon Beechcraft King Air 200 Twin turboprop corporate, passenger & utility transport, civil aircraft, 
Raytheon Beechcraft King Air 300 & 350 Turboprop powered corporate and utility aircraft, civil aircraft, 
Raytheon Beechcraft King Air 90 & 100 Twin turboprop corporate and utility transport, civil aircraft, 
Raytheon Hawker 400XP (formerly Beechjet 400) Light corporate jet, civil aircraft, 
Raytheon Hawker 800 (formerly BAe 125) Mid-size corporate jet, civil aircraft, 
Raytheon Hawker 1000 Mid-size corporate jet, civil aircraft, 
Raytheon Hawker 4000 Super mid-size corporate jet, civil aircraft, 
Rearwin Ken-Royce A bi-plane built in 1929 by Rearwin Airplanes, civil aircraft, 
Rearwin Junior Small high wing monoplane, civil aircraft, 
Rearwin Speedster A narrow, streamlined airplane powered by Cirrus 90 or Menasco 125 HP, civil aircraft, 
Rearwin Cloudster A popular enclosed cabin monoplane, civil aircraft, 
Rearwin Sportster Another popular Rearwin design from the early 1940s, civil aircraft, 
Rearwin Skyranger A small high-wing airplane somewhat similar to a Cessna, civil aircraft, 
Republic RC-3 Seabee Four seat amphibious light aircraft, civil aircraft, 
Robin DR400 & DR500 Four/five seat light aircraft, civil aircraft, 
Robin R2000 & Robin HR200 Two seat training and aerobatic light aircraft, civil aircraft, 
Robin R3000 Two/four seat light aircraft, civil aircraft, 
Robin Aiglon Four seat light aircraft, civil aircraft, 
Robinson R44 Four place piston engined light helicopter, civil aircraft, 
Robinson R22 Two seat piston engined light helicopter, civil aircraft, 
Rockwell 500/520/560/680/685/720 Commander Utility and corporate transports, civil aircraft, 
Rockwell Commander 112 & 114 Four seat high performance light aircraft, civil aircraft, 
Rockwell Sabreliner Mid-size corporate jet, civil aircraft, 
Ruschmeyer R 90 Four seat high performance light aircraft, civil aircraft, 
Saab 2000 50 seat twin turboprop regional airliner, civil aircraft, 
Saab 340 Twin turboprop regional airliner, civil aircraft, 
Schweizer 269/300 Light utility helicopter, civil aircraft, 
Schweizer 330 Light turbine powered utility helicopter, civil aircraft, 
Scorpion Homebuilt one (and later two) seater helicopter, manufactured by RotorWay International., civil aircraft, 
Scottish Aviation Jetstream 12 seat regional turboprop airliner, civil aircraft, 
Scottish Aviation Twin Pioneer Utility transport, civil aircraft, 
Shanghai Y-10 Four-engine medium airliner, civil aircraft, 
Shorts 330 Regional airliner and utility freighter, civil aircraft, 
Shorts 360 36 seat regional airliner, civil aircraft, 
Shorts Belfast Heavy lift turboprop freighter, civil aircraft, 
Shorts Skyvan & Skyliner STOL utility transport and regional airliner, civil aircraft, 
SIAI-Marchetti S-205/208 Four seat light aircraft, civil aircraft, 
Sikorsky S-55 & Westland Whirlwind Mid size utility helicopter, civil aircraft, 
Sikorsky S-92 Helibus Medium to heavy lift airliner and utility helicopter, civil aircraft, 
Sikorsky S-58 Mid size utility helicopter, civil aircraft, 
Sikorsky S-61L & S61N Medium lift utility helicopter, civil aircraft, 
Sikorsky S-62 Mid size utility helicopter, civil aircraft, 
Sikorsky S-76 Mid size utility helicopter, civil aircraft, 
Sino Swearingen SJ30-2 Light corporate jet, civil aircraft, 
Slingsby T-67 Firefly Two seat basic trainer, civil aircraft, 
Socata GY-80 Horizon & ST-10 Diplomate Four seat light aircraft, civil aircraft, 
Socata MS 180 & MS 250 Morane Four/five seat light aircraft, civil aircraft, 
Socata Rallye Series of two/four seat light aircraft, civil aircraft, 
Socata Tangara & Gulfstream GA7 Four place light twin, civil aircraft, 
Socata TB-9/10/20/21/200 Tampico/Tobago/Trinidad Four/five seat light aircraft, civil aircraft, 
Socata TBM-700 Single engine corporate turboprop, civil aircraft, 
SpaceShipOne Experimental, rocket powered & glider, high altitude, suborbital, civil aircraft, 
Spartan Executive 7W Single-engine radial luxury business aircraft of the 1930s-1940s, civil aircraft, 
Sud SE-210 Caravelle Short range airliner, civil aircraft, 
Sukhoi Su-26 Single and two seat aerobatic light aircraft, civil aircraft, 
Su-29 Single and two seat aerobatic light aircraft, civil aircraft, 
Su-31 Single and two seat aerobatic light aircraft, civil aircraft, 
Sukhoi Superjet-75 Medium range airliner, civil aircraft, 
Sukhoi Superjet-85 Medium range airliner, civil aircraft, 
Sukhoi Superjet-100 Medium range airliner, civil aircraft, 
Taylorcraft series Two seat light aircraft, civil aircraft, 
Technoavia SM92 Finist STOL utility transport, civil aircraft, 
Toyota TA-1 Prototype single engine, 4-place aircraft, civil aircraft, 
Transavia Airtruk & Skyfarmer Agricultural aircraft, civil aircraft, 
Tupolev ANT-20 "Maxim Gorky" - Largest aircraft during the 1930s, civil aircraft, 
Tupolev Tu-22, civil aircraft, 
Tupolev Tu-104 Medium range airliner, civil aircraft, 
Tupolev Tu-114 Long range airliner, civil aircraft, 
Tupolev Tu-124 Short range airliner, civil aircraft, 
Tupolev Tu-134 Short range airliner, civil aircraft, 
Tupolev Tu-144 Supersonic airliner - service withdrawn, civil aircraft, 
Tupolev Tu-154 Medium range airliner, civil aircraft, 
Tupolev Tu-204-100 Medium / Long range airliner, civil aircraft, 
Tupolev Tu-204-120 Medium / Long range airliner, civil aircraft, 
Tupolev Tu-204-300 Medium / Long range airliner, civil aircraft, 
Tupolev Tu-214 Medium / Long range airliner, civil aircraft, 
Tupolev Tu-334 Medium / Long range airliner, civil aircraft, 
Tupolev Tu-324 Medium / Long range airliner, civil aircraft, 
Tupolev Tu-414 Medium range airliner, civil aircraft, 
Tupolev Tu-444 supersonic business jets (proposed), civil aircraft, 
Vickers VC10 Medium to long range airliner, civil aircraft, 
Vickers Viscount Turboprop airliner and freighter, civil aircraft, 
Vickers Vanguard turboprop airliner, civil aircraft, 
Victa Aircruiser Four seat light aircraft, civil aircraft, 
Victa Airtourer Two seat light aircraft, civil aircraft, 
VisionAire Vantage Entry level single engine corporate jet, civil aircraft, 
Weatherly 201/620 Agricultural aircraft, civil aircraft, 
White Knight Experimental jet, high altitude, carry & launch smaller craft, civil aircraft, 
Yakovlev Yak-18T Four seat light aircraft, civil aircraft, 
Yakovlev Yak-40 Regional jet airliner, civil aircraft, 
Yakovlev Yak-42 Short range airliner, civil aircraft, 
Yakovlev Yak-52 Two seat light training aircraft, civil aircraft, 
Yunshuji 5 Chinese variation of Antonov An-2, civil aircraft, 
Yunshuji 7 Chinese variation of Antonov An-24, civil aircraft, 
Yunshuji 8 Chinese variation of Antonov An-12, civil aircraft, 
Yunshuji 10 Chinese variation of Boeing 707 - Development program aborted., civil aircraft, 
Yunshuji 12 Chinese variation of De Havilland Canada DHC-6 Twin Otter, civil aircraft, 
Zivko Edge 540 Unlimited competition aerobatics aircraft, civil aircraft, 
Zlin Trener & Akrobat One and two seat aerobatic and training light aircraft, civil aircraft, 
Zlin Z 42, Z 43, Z 142, Z 242 & Z 143 Two/four seat light aircraft, civil aircraft, 
